mito_area,mito_intensity_sum,mito_intensity_avg,nuclei_area,nuclei_intensity_sum,nuclei_intensity_avg,Delta Psi 1,cell_area,mito_content,cell_line,treatment,cell_id,cell_mito_count,cell_total_mito_area_(pixels_squared),cell_network_orientation_(degrees),cell_network_major_axis_(pixels),cell_network_minor_axis_(pixels),cell_network_eccentricity,cell_network_effective_extent,cell_network_effective_solidity,cell_network_fractal_dimension,cell_type
1058,11940,11.285444234404537,622,331,0.5321543408360129,-187.8416327512636,7066,0.14973110670818,HFF,control,HFF_control_A2_N1_2,11,183.0,-72.80216950858863,113.45170350272662,18.306121078051778,0.986896255178976,0.041838134430727,0.1189083820662768,0.9647140733947922,fibroblast
526,9055,17.214828897338403,344,262,0.7616279069767442,-191.76120113831448,2176,0.2417279411764706,HFF,control,HFF_control_A2_N1_7,6,123.75,84.4463894058974,42.82206880723143,14.112289047303952,0.9441358722096574,0.171875,0.2756124721603563,1.1459284388365845,fibroblast
426,7681,18.030516431924884,276,567,2.0543478260869565,-133.58459536570064,1530,0.2784313725490196,HFF,control,HFF_control_A2_N1_6,7,98.25,-70.77298419564949,41.63567282660168,10.347051772518313,0.968628278524066,0.1392629340892983,0.2935026138909634,1.0911556219143383,fibroblast
4910,65466,13.333197556008146,1759,2303,1.3092666287663446,-142.7285743612048,26408,0.1859285065131778,HFF,control,HFF_control_A2_N1_5,37,1037.5,-57.32058752873917,201.495342123711,47.808910728774805,0.9714436092294672,0.0447748311503355,0.151365940839625,1.0171441191724808,fibroblast
2678,20721,7.737490664675131,865,949,1.097109826589595,-120.13398559941686,18637,0.1436926543971669,HFF,control,HFF_control_A2_N1_1,34,412.0,-78.69499584931563,100.55502933889126,54.08314364145049,0.8430429589840666,0.0565934065934065,0.106659763122128,0.9140037489843356,fibroblast
1258,6889,5.476152623211447,787,328,0.4167725540025413,-158.40047122951327,11334,0.1109934709722957,HFF,Oligo,HFF_Oligo_A3_N8_2,17,156.5,-52.35771243132801,87.44945088484452,36.005213133124045,0.9113076846188148,0.034958396157927,0.0647831936251681,0.8217027779954074,fibroblast
751,3997,5.322237017310253,630,578,0.9174603174603174,-108.11943894611396,4862,0.1544631838749486,HFF,Oligo,HFF_Oligo_A3_N8_8,13,115.25,-26.2950630348538,51.68336029161161,26.69958078832069,0.8562273660517163,0.0662546708824374,0.1104191616766467,0.8673051699024673,fibroblast
182,1066,5.857142857142857,457,108,0.2363238512035011,-197.42816600726724,1815,0.1002754820936639,HFF,Oligo,HFF_Oligo_A3_N8_6,3,18.25,36.4331939552146,21.719174023126044,19.07223394077312,0.4784241545118943,0.0386243386243386,0.0588235294117647,0.7286852512682231,fibroblast
564,3121,5.533687943262412,923,330,0.3575297941495124,-168.47255085512538,4167,0.1353491720662347,HFF,Oligo,HFF_Oligo_A3_N8_3,6,78.75,-7.56718720239784,52.09775387031822,20.919937939186003,0.9158363877710132,0.0715909090909091,0.0968039336201598,0.8445596796490134,fibroblast
2227,15496,6.958239784463403,1220,470,0.3852459016393442,-177.96869882243874,20517,0.1085441341326704,HFF,Oligo,HFF_Oligo_A3_N8_7,36,347.75,69.9576830709829,172.98141028757746,105.26229715020445,0.7935400913431235,0.0140590256721245,0.0291742695945804,0.8836734169106139,fibroblast
738,4524,6.130081300813008,593,312,0.5261382799325464,-151.00705226516257,5219,0.1414063996934278,HFF,Oligo,HFF_Oligo_A3_N8_1,11,143.5,-46.01418191665688,42.18109362667254,30.86220648115596,0.681670064920289,0.0955710955710955,0.1420440485028458,0.9222156357557,fibroblast
585,3375,5.769230769230769,589,481,0.8166383701188455,-120.23850668166683,3620,0.1616022099447513,HFF,Oligo,HFF_Oligo_A3_N8_4,4,85.25,-58.12542227524981,40.83707890250469,26.464104985901084,0.7616053768633197,0.0727699530516431,0.1027417896956914,0.8592217337473412,fibroblast
288,1092,3.7916666666666665,614,133,0.2166123778501628,-176.04076577979902,2878,0.1000694927032661,HFF,Oligo,HFF_Oligo_A3_N8_5,5,26.5,41.395133771754,29.197138634971893,25.19017273193164,0.5056107818459907,0.0363511659807956,0.0462680052378873,0.6942921487805764,fibroblast
1924,25366,13.183991683991684,897,1303,1.4526198439241915,-135.64652958114394,9217,0.2087447108603667,HFF,Oligo,HFF_Oligo_A3_N2_5,22,382.25,80.73939175402919,83.77901196736073,38.18628757804177,0.8900833582854493,0.1111191860465116,0.1709908297919928,1.0270283672299572,fibroblast
1391,10082,7.24802300503235,797,396,0.4968632371392723,-164.83040643067434,9939,0.1399537176778348,HFF,Oligo,HFF_Oligo_A3_N2_6,16,200.75,-74.77551341958919,83.14818193005682,33.15866474562132,0.9170422692995108,0.0635485913263691,0.0945595854922279,0.8894903448797998,fibroblast
1088,9479,8.712316176470589,697,296,0.4246771879483501,-185.80156345862744,8520,0.1276995305164319,HFF,Oligo,HFF_Oligo_A3_N2_1,19,163.0,57.5053655560625,70.42270366441618,34.13597573565625,0.874664005123307,0.0494839101396478,0.0921294333757241,0.9401302328737666,fibroblast
922,4940,5.357917570498915,789,262,0.3320659062103929,-171.03132802817433,6423,0.1435466293009497,HFF,Oligo,HFF_Oligo_A3_N2_2,12,106.25,41.45591621627592,127.8217603614208,16.811982727326747,0.9913126196627516,0.0116559705995282,0.0641509433962264,0.8362912113637312,fibroblast
930,8679,9.332258064516129,636,348,0.5471698113207547,-174.44309510034935,5382,0.1727982162764771,HFF,Oligo,HFF_Oligo_A3_N2_4,20,164.0,-8.857333221344488,81.20916307366586,26.87701020453593,0.9436446734819516,0.0559488272921108,0.1075938986386747,0.920110257126684,fibroblast
1030,14479,14.057281553398058,498,546,1.0963855421686748,-156.8939798045055,5291,0.1946701946701946,HFF,Oligo,HFF_Oligo_A3_N2_3,12,203.25,-41.26841648053687,96.10462628571268,20.53148748611205,0.9769131516435384,0.0396933893174494,0.1432346723044397,1.0178427914374049,fibroblast
568,5431,9.56161971830986,724,292,0.4033149171270718,-194.6963758600144,2895,0.1962003454231433,HFF,Oligo,HFF_Oligo_A3_N5_7,4,107.5,-71.05711256016062,44.89034456117651,19.73598471076892,0.898169783627317,0.1017992424242424,0.1571063207891852,0.9812276143201604,fibroblast
494,4612,9.336032388663968,595,323,0.5428571428571428,-174.95461246122605,3732,0.1323687031082529,HFF,Oligo,HFF_Oligo_A3_N5_8,11,93.25,14.250639183633364,53.9405745546153,15.818786596724582,0.9560317377791164,0.0814766273481869,0.149140343862455,0.9344012615193784,fibroblast
1063,11722,11.027281279397933,1891,789,0.4172395557905869,-201.3797245901812,9614,0.1105679217807364,HFF,Oligo,HFF_Oligo_A3_N5_4,16,157.25,75.4019380253111,108.2689260068842,28.49411281706747,0.96474700775535,0.0336813922356091,0.0727167630057803,0.9452378931102712,fibroblast
539,2991,5.549165120593692,905,302,0.3337016574585635,-172.88605796382944,4287,0.125728947982272,HFF,Oligo,HFF_Oligo_A3_N5_2,9,59.5,41.74980525728604,48.525580541191125,25.14684748367357,0.8552483358841769,0.0367283950617283,0.0637044967880085,0.8149029286493767,fibroblast
816,11691,14.327205882352942,615,924,1.502439024390244,-138.68683176526406,3616,0.2256637168141592,HFF,Oligo,HFF_Oligo_A3_N5_9,11,151.5,14.699368685428473,80.91914989776276,14.912760039983048,0.9828715185572148,0.0697192820984813,0.165257703845105,1.0661678826511627,fibroblast
740,5598,7.564864864864865,735,301,0.4095238095238095,-179.3508951779804,3342,0.2214242968282465,HFF,Oligo,HFF_Oligo_A3_N3_13,9,140.25,-15.255633771560651,43.36272222706996,23.38484709378568,0.8421235957282265,0.1146067415730337,0.1773632627252608,0.975728807502782,fibroblast
1035,15397,14.87632850241546,834,1248,1.4964028776978415,-141.24748738552913,3044,0.3400131406044678,HFF,Oligo,HFF_Oligo_A3_N3_6,2,250.5,-36.883209493586826,45.37941874244056,20.27096000666853,0.894684094345049,0.1981803797468354,0.3482794577685089,1.215055191769313,fibroblast
1311,15218,11.60793287566743,1478,1198,0.8105548037889039,-163.69609093203954,7960,0.1646984924623115,HFF,Oligo,HFF_Oligo_A3_N3_3,15,235.75,25.560330267588576,66.2945328314972,37.32183306759608,0.826477332095736,0.0767415364583333,0.123915900131406,0.947369148717463,fibroblast
2539,28898,11.381646317447814,1213,1802,1.4855729596042868,-125.22639573241568,15231,0.1666994944521042,HFF,Oligo,HFF_Oligo_A3_N3_16,15,492.75,12.473896288558706,88.7035794717579,43.50654776337634,0.8714574220885022,0.1177138079311992,0.1637315168632663,1.0378090973066532,fibroblast
702,9290,13.233618233618234,584,505,0.8647260273972602,-167.77833335209883,3857,0.182006740990407,HFF,Oligo,HFF_Oligo_A3_N3_14,5,139.25,-0.982958717463742,39.601827512074,25.911902107113487,0.7562257738778871,0.1177589852008456,0.1848042468480424,1.0618502352472077,fibroblast
509,4206,8.263261296660119,703,437,0.6216216216216216,-159.11544674027263,2694,0.1889383815887156,HFF,Oligo,HFF_Oligo_A3_N3_10,5,83.0,7.641735769797431,42.04062582997484,19.60217231083727,0.8846438456470259,0.10375,0.1294851794071763,1.0016792765806406,fibroblast
532,8233,15.475563909774436,445,631,1.4179775280898876,-146.98688667128124,1696,0.3136792452830189,HFF,Oligo,HFF_Oligo_A3_N3_17,2,124.75,15.48246404146898,28.28944671855928,18.39261530175273,0.7597988786005381,0.2168622338113863,0.3134422110552763,1.2209246604575612,fibroblast
1023,11728,11.464320625610949,704,1181,1.677556818181818,-118.1969236853324,3653,0.2800437996167533,HFF,Oligo,HFF_Oligo_A3_N3_8,9,216.25,-14.140102716519188,54.27388427124237,21.699834527180496,0.9165932735907,0.1632075471698113,0.2351182386518075,1.0555086966957377,fibroblast
