Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,cell_id,cell_type,cell_line,treatment,experiment
0.015445042281173903,0.008369169569135318,-0.0006331744827836214,0.00254282312063531,-0.0034247240957433344,0.001784852686270232,0.0004730812001366223,-0.0009998357771831678,-0.0007566189677812078,0.0011993931566623866,A549_FCCP_A1_N2_12,epithelial,A549,FCCP,Lifetime
0.01544504228117382,-0.0055982161220251075,0.006075020187926278,-0.004715344581057476,-0.002439536805698334,-0.003287728056097474,-0.004739596367821974,0.0011988122360757898,0.0059210039887163364,0.00633423137807864,A549_FCCP_A1_N2_7,epithelial,A549,FCCP,Lifetime
0.015445042281173578,0.007992116153139535,0.007498961359876719,0.005210381905070245,0.0005163637828907571,0.0035384126538487216,0.007091517330145554,-0.0033378745977610752,-0.0011632392388275256,0.005918148141859154,A549_FCCP_A1_N2_15,epithelial,A549,FCCP,Lifetime
0.015445042281173788,-0.007253008586983866,0.0032555169114335623,0.0028479357261459366,-0.004097540762677799,-0.001194002984260395,-0.00729245146328996,-0.008122074407789538,0.000947175182931937,0.003294264894604726,A549_FCCP_A1_N2_8,epithelial,A549,FCCP,Lifetime
0.01544504228117336,-0.00485970349621,0.0019281789831207797,-0.0016723127635181138,-0.0013415553983312065,5.232875937705819e-05,-0.005805428061767291,-0.006231709181102281,0.00022923275010141195,0.0007843581368913961,A549_FCCP_A1_N2_2,epithelial,A549,FCCP,Lifetime
0.015445042281173988,0.008088885211277288,-0.002018037865053609,0.0023196928063689212,-0.002120008611732516,-0.00033333448207245576,0.0014264042346749733,0.005306436135984121,0.0003255778226363193,-0.000636662281431155,A549_FCCP_A1_N2_70,epithelial,A549,FCCP,Lifetime
0.01544504228117352,-0.002933684993169902,0.0007260147989669394,-0.00165888916148383,-0.0011527816844559982,-0.0010214543596108298,-0.005552798513903636,-0.007091360233449934,-0.001874728961137688,0.00024075500243734356,A549_FCCP_A1_N2_35,epithelial,A549,FCCP,Lifetime
0.015445042281173877,-5.688064110485175e-05,-4.2652323328766624e-05,-0.0024880725891440135,-0.0007673004266322137,-0.0022612937068299563,-0.004827097913183178,-0.004330203635633073,-0.0030820611826896703,-0.002351568229070328,A549_FCCP_A1_N2_26,epithelial,A549,FCCP,Lifetime
0.015445042281173823,-0.009175430737863807,0.0016676164028337282,0.006155576178759319,-0.003874518401959281,-0.0005894967594820107,-0.005021255409301289,-0.005718530671488441,0.0004933451434969645,-0.00031908021274645567,A549_FCCP_A1_N2_53,epithelial,A549,FCCP,Lifetime
0.015445042281174007,-0.0023077523767119756,0.005273742628815069,-0.0010011251108610348,0.0003652185584110548,-0.003193083935441826,-0.006899591184606037,-0.006781926099490351,0.0005544885054123593,-0.0005456658226281033,A549_FCCP_A1_N2_38,epithelial,A549,FCCP,Lifetime
0.015445042281173504,-0.007528446485030365,0.0017305624074048518,0.0020079465047478325,-0.002138844973025693,0.0011976782520225538,-0.004834613786885483,-0.0068841737466056405,0.0018148282307014442,-0.0002226141086487012,A549_FCCP_A1_N2_68,epithelial,A549,FCCP,Lifetime
0.015445042281173977,-0.009010677954721857,0.0023787515668283995,0.004620674523799075,-0.004197654610969427,-9.117363129527818e-05,-0.0063086734528487575,-0.005408116211092671,0.0014860255815900252,0.001242584035313791,A549_FCCP_A1_N2_22,epithelial,A549,FCCP,Lifetime
0.015445042281173375,-0.004628709318508897,0.0026272238765570784,-0.0017325019979636622,-0.0017692852982668394,-3.1083022283958194e-05,-0.006718741255645497,-0.00818048314005801,0.0004079498379996611,0.001986605761035765,A549_FCCP_A1_N2_33,epithelial,A549,FCCP,Lifetime
