Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,cell_id,cell_type,cell_line,treatment,experiment
-0.09053453344684204,0.055183198468199766,0.011704743637429847,-0.013861503544269661,0.02721516417703509,0.0009685602125818431,0.017193485189315506,-0.01028601505085767,0.0019632150683467605,-0.0014391061118448545,HFF_control_A2_N3_4,fibroblast,HFF,control,Lifetime
-0.09053453344684226,0.05618527310109764,0.018193913623937616,-0.006969488022424058,0.045549184157246285,0.0076348204232012575,0.02598539970779556,-0.015594577570991055,-0.007888508204287804,-0.010312057132800489,HFF_control_A2_N3_2,fibroblast,HFF,control,Lifetime
-0.09053453344684127,-0.024968095214452413,-0.006101995987236574,0.022909867024594917,-0.04253165525421661,0.032945301003350476,0.028978446350538648,-0.04392878810521019,-0.016567694643469532,-0.029753451357924572,HFF_control_A2_N3_6,fibroblast,HFF,control,Lifetime
-0.09053453344684188,0.0144209175084223,-0.05346220732465972,-0.011756412169629677,-0.024536895245069936,-0.021567048138372135,0.011954188012496796,0.012054964779886776,-0.03483599325699558,-0.019345054609215026,HFF_control_A2_N3_3,fibroblast,HFF,control,Lifetime
-0.09053453344684136,-0.027767799050683318,0.021039848419629543,0.022592730767469964,-0.04349037874238233,0.02282356064121726,0.04194433664161548,-0.013966623949012423,0.004277971936623774,0.009892521017604726,HFF_control_A2_N3_1,fibroblast,HFF,control,Lifetime
-0.09053453344684191,0.05915337490915422,0.02388214663690895,0.000220429914007105,0.04671571807718282,0.0072369217729515685,0.026387023676956167,-0.007434198347837847,-0.005674532207537723,-0.03414501452963291,HFF_control_A2_N3_5,fibroblast,HFF,control,Lifetime
-0.09053453344684179,0.03689495654537785,0.028668068556440048,0.023738713949972585,-0.01355004440143059,0.006604691391611287,-0.025404485652389064,0.03809135770251108,0.02266659479094559,0.007326162797990601,HFF_control_A2_N7_3,fibroblast,HFF,control,Lifetime
-0.09053453344684124,-0.025908963801067785,-0.03431133408907508,0.006316661010073416,0.039304309376687496,0.0023177351627928664,-0.023224428287858315,0.007198086922564979,0.00012353382253022294,0.02114906218232958,HFF_control_A2_N7_2,fibroblast,HFF,control,Lifetime
-0.09053453344684176,0.03950810328039453,0.024144945277913905,0.0021391938458732032,0.0013106154198197612,0.022553929715298477,-0.016417644788621948,0.038992442405642126,0.021485671021697093,0.010771247235236942,HFF_control_A2_N7_9,fibroblast,HFF,control,Lifetime
-0.09053453344684163,-0.049207609784081494,0.015136342483318079,0.0005126432771864351,-0.018826635006242227,0.012292013259397418,0.04545581782877231,0.00039613287699116626,0.023671872257173616,-0.013387486176372402,HFF_control_A2_N7_5,fibroblast,HFF,control,Lifetime
-0.09053453344684197,-0.05244842533877674,0.040460734099908524,-0.009977007249954881,-0.014680997473727612,-0.0005295336422551751,0.03586528570071064,0.023064370187730172,-0.005216538001967572,0.01789148418366567,HFF_control_A2_N7_11,fibroblast,HFF,control,Lifetime
-0.09053453344684172,0.04192602495322467,-0.01980385657698058,-0.014972966347623235,-0.018946520660985726,-0.036655977371312286,0.010789236314348376,0.010127708572188858,-0.021051527100948896,-0.01384021229014552,HFF_control_A2_N7_4,fibroblast,HFF,control,Lifetime
-0.09053453344684138,-0.04049931058533572,0.006083891451813098,-0.009528798023318725,-0.024271043908049492,0.043308106501714336,0.020760722109463815,0.015429919894681714,-0.0069936118297092495,-0.03456021938896518,HFF_control_A2_N7_6,fibroblast,HFF,control,Lifetime
-0.09053453344684191,0.04815087596903955,0.0022341261609180973,-0.031489370821325996,0.006444264680069482,0.011544766981654658,-0.0021937010178531874,-0.010419182514292248,0.01847878371251172,0.029273811728488468,HFF_control_A2_N7_7,fibroblast,HFF,control,Lifetime
-0.09053453344684194,0.037611507795665494,0.022104838997797995,0.04879150217426428,-0.03380177059306634,-0.025450168056031303,-0.02994081452209767,-0.024475702826997042,-0.0031459144127813574,-0.0006195705429516446,HFF_control_A2_N7_10,fibroblast,HFF,control,Lifetime
-0.09053453344684187,0.023321201063219662,0.013125399349757507,0.030628311744129777,-0.04700658541228444,-0.007657396249335539,-0.015872171833554927,-0.03288944749505128,0.0012000061747878118,0.001095957646207668,HFF_control_A2_N7_12,fibroblast,HFF,control,Lifetime
-0.0905345334468419,0.05535931506000129,-0.004312645148573951,-0.030937596390052145,-0.010981175605119213,-0.03276459930048535,0.01422278310369755,0.002714155733260352,0.015060734416247354,-0.004105038823738202,HFF_control_A2_N6_5,fibroblast,HFF,control,Lifetime
-0.09053453344684127,-0.031798175941938005,0.023754390712592603,-0.013746428969160956,-0.02967590208637011,0.04766982629157002,0.0232207826038048,0.04007009423872734,-0.016478252164270454,-0.005614968515565774,HFF_control_A2_N6_1,fibroblast,HFF,control,Lifetime
-0.09053453344684133,-0.02743002892246808,0.038112088144138724,-0.0036684722514095432,-0.025684358212509608,0.0319449709465605,0.019866966328256495,0.055240461030259716,-0.023912596980351353,0.026384331177051093,HFF_control_A2_N6_8,fibroblast,HFF,control,Lifetime
-0.09053453344684186,0.005443322096617977,0.00183909634827503,-0.013546668844155563,-0.04789345466806004,0.04870763698075194,-0.01312307128837254,-0.0017552148852650641,0.0022678138153792984,-0.032990762549365366,HFF_control_A2_N6_9,fibroblast,HFF,control,Lifetime
-0.09053453344684215,0.053313862341498694,0.01677878794116793,-0.010845439083726396,0.032144611843980694,0.008120677958911257,0.014058543067215441,-0.0060312486588812945,0.004976004185485728,0.012715827359714545,HFF_control_A2_N6_7,fibroblast,HFF,control,Lifetime
-0.09053453344684224,0.04542208041911749,-0.02126091760182224,-0.047495849931123164,-0.032556363517508125,-0.029042919282067203,0.005758252524873327,0.0012769666548816084,0.018603433764272804,0.00787947903193654,HFF_control_A2_N6_10,fibroblast,HFF,control,Lifetime
-0.09053453344684219,0.02758063512774007,0.01479362809764567,0.036806428937176526,-0.04084759286648219,-0.011393547633414164,-0.018325549193899913,-0.02435274522447312,-0.005038478626346867,0.004414709521600483,HFF_control_A2_N6_11,fibroblast,HFF,control,Lifetime
-0.09053453344684198,0.052751803513421375,-0.00724469175670085,-0.032417523842255595,-0.004475472947584355,-0.02372284978725344,0.012433453960869104,-0.00026975977416987247,0.010890538049261865,0.004878712307127292,HFF_control_A2_N6_2,fibroblast,HFF,control,Lifetime
-0.09053453344684086,-0.04540370716089779,-0.0009874809377577328,0.007895885644055148,-0.015321626468322256,0.014100313537951473,0.0355633576404384,-0.013143179256021216,0.02825906395260411,-0.024297153038826923,HFF_control_A2_N1_4,fibroblast,HFF,control,Lifetime
-0.09053453344684191,0.04229906512951166,0.03181567264809036,0.030571582226859875,0.0014219319046813671,-0.005294489490934585,-0.019717991307179064,0.03834276849247552,0.017877825130043625,0.004068438257621928,HFF_control_A2_N1_3,fibroblast,HFF,control,Lifetime
-0.09053453344684179,-0.0037582599013901634,-0.006897771407276648,-0.03746774294627959,-0.02301020632574774,0.0709742897886627,-0.041129327762543876,0.0065284968166446355,0.0021722888335833444,-0.05035111159356739,HFF_control_A2_N1_2,fibroblast,HFF,control,Lifetime
-0.09053453344684215,0.05495589502559495,0.02004889991633779,-0.0036255119550781885,0.04109436749122978,0.007582044499046065,0.019364116096398935,-0.007916217067876168,-0.002998300115199473,-0.005301250672700423,HFF_control_A2_N1_7,fibroblast,HFF,control,Lifetime
-0.09053453344684219,0.050090788768519516,-0.019107443404487678,-0.035434278612576156,-0.025500893703612176,-0.04671615957722876,0.012935238328227615,0.010892355202164465,0.004890374920495946,-0.008233349359737695,HFF_control_A2_N1_6,fibroblast,HFF,control,Lifetime
-0.09053453344684129,-0.04072167427603963,0.012051685823524385,-0.0007876367533494941,-0.028268087603739563,0.030778062186973185,0.03590206361687425,0.005297550800394209,0.003144433317911129,-0.020615871349654796,HFF_control_A2_N1_5,fibroblast,HFF,control,Lifetime
-0.09053453344684122,-0.03938554573404045,0.0018218703433046106,0.014023256395989355,-0.02911391343882877,0.0242656970632622,0.044779911936793725,-0.01834508863491664,0.014619829942751579,-0.019256537020326252,HFF_control_A2_N1_1,fibroblast,HFF,control,Lifetime
-0.09053453344684147,-0.04437986605961027,-0.002945151881421744,-0.002105225169799159,-0.0065982244518721965,0.018268285151919268,0.011312724350076802,-0.0006411683086981116,0.01785809699529203,-0.02844442152769325,HFF_Oligo_A3_N8_2,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684222,-0.021238799095667945,-0.07698122394274011,0.03478785336131523,0.019579991058653323,0.0025479771733875837,0.00800085207901589,0.02132488558311968,-0.021047805173219195,0.02530767007251644,HFF_Oligo_A3_N8_8,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684173,-0.01373044774628062,0.04053880394059992,0.016245096127906238,-0.02420575820252279,0.014871583133844441,0.008657972470714415,0.044543906736279414,0.0008164549445350274,0.03973014448106741,HFF_Oligo_A3_N8_6,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468416,-0.0472531938257762,0.00794978857553252,-0.02132021008289656,0.031735109747115686,-0.014563192375268989,-0.04501342237657361,-0.0122517625145966,-0.013703105384365128,0.00016143748821037472,HFF_Oligo_A3_N8_3,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684172,-0.05292554015678518,0.03070332002817691,-0.009573000580369802,-0.01531436845701923,0.007049885611271253,0.03614851793904794,0.017138209668506273,-0.00566024999394959,0.0036408849820427224,HFF_Oligo_A3_N8_7,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468418,0.024167791158574144,0.01485422927238377,0.059325060703962505,-0.032702962212892615,-0.021165593054519552,-0.025401343055964934,-0.04024791087877171,-0.01498271828481914,0.008243694138769669,HFF_Oligo_A3_N8_1,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684215,-0.004729252963700881,-0.06326497696562933,0.037462305867395726,0.0059020133413084375,-0.00908547220627527,0.012196924088797467,0.0023131927322958905,-0.05128773513296486,0.022796269139668854,HFF_Oligo_A3_N8_4,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684165,-0.04011964250893704,0.038593019125305134,0.0023378439151377616,-0.017762964431271466,0.00016929484320616945,0.03283514646399868,0.0247259105039662,0.007482463310461765,0.02479816179217227,HFF_Oligo_A3_N8_5,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684159,0.028124345733382558,0.021949633355325533,0.016909127331861087,-0.014436057069154759,0.0036640115440636015,-0.0146786990854294,0.020256892624844963,0.009785107560191492,0.02306163012699537,HFF_Oligo_A3_N2_5,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684133,-0.042911489178024446,0.006550217104731881,-0.010240920439533892,-0.014988980703793476,0.027807732430506073,0.016382114918878053,0.008741645572679767,0.0052758328124428095,-0.027696728712296545,HFF_Oligo_A3_N2_6,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684183,-0.04745889674245729,0.035246445794769016,-0.027054320197118436,0.00465376286755926,0.007995576642319502,-0.016182953060863276,0.03609843145603544,-0.05752518754682333,0.02431098901448778,HFF_Oligo_A3_N2_1,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684173,-0.03922094810740193,0.007081205958678109,-0.03194557471350911,0.008625414323948316,0.023485093547235967,-0.04673459509277316,0.007342503628562001,-0.03019289281751578,-0.019032483474039425,HFF_Oligo_A3_N2_2,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684219,-0.009008324724546761,-0.0052544275318830835,-0.04342008752361186,-0.017895889578709644,0.0719620323935735,-0.052177615194319626,0.0033275327545203206,-0.00605958711334202,-0.0417921390234023,HFF_Oligo_A3_N2_4,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468421,0.03203709191183029,-0.032295288681148754,-0.057343359683235666,-0.040178079862829105,-0.005838945160348372,-0.011627063822504748,0.0034605714084822736,0.024951703029356866,-0.0037434202173198855,HFF_Oligo_A3_N2_3,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684183,0.05525295852966199,0.015917571633016294,-0.008568225580146846,0.030494728547096304,0.005692552495480533,0.01582995436986385,-0.00656697518244337,0.001685976417989412,-0.011715332412842405,HFF_Oligo_A3_N5_7,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684194,0.03607558096812078,0.0037051818133040566,-0.04025660099385585,0.023054996972592185,0.03859802071076257,-0.018402778746909185,-0.033948977226872304,0.012280887893253973,0.06702923477890425,HFF_Oligo_A3_N5_8,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468418,-0.06063492943635142,0.03417392792941587,-0.028645768293356168,0.017981367000173776,-0.02513246155109666,-0.02876683820739852,0.002478551054142915,-0.04787215372009034,0.014097107395458063,HFF_Oligo_A3_N5_4,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468419,-0.05587168230733796,0.018235465215135582,-0.020235857413399963,0.028042065669748168,-0.02843828356477674,-0.036915782796345706,-0.011638886157615977,-0.016690365181626938,0.006555108245459968,HFF_Oligo_A3_N5_2,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468423,0.0429351563023288,-0.027568571839511086,-0.04709733095713036,-0.03061895067512565,-0.032781259815843296,0.0077755925198703816,0.005848309245073043,0.011754414626547197,0.0039466511544278,HFF_Oligo_A3_N5_9,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684197,0.06028624956669874,0.027721559555242175,0.009678600137575478,0.053772950983350026,0.0034396849644958653,0.028303279019027752,-0.0024622463417922767,-0.011778769116782491,-0.045811204756165416,HFF_Oligo_A3_N3_13,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684198,0.05300570058105308,0.013878587450827578,0.011242635902130718,0.011768895618375042,-0.019547067988562424,0.00389821370458299,0.00666231850671421,-0.007111959384699429,-0.029729625667350233,HFF_Oligo_A3_N3_6,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684183,-0.06080772394785317,0.036499276687695266,-0.013903504300394501,0.0056659251095869554,-0.028660891847011843,0.00959937593484377,-0.0024669499323726257,0.0004995304829425139,0.01146107439265025,HFF_Oligo_A3_N3_3,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684122,-0.02383223490085031,-0.005424326268260833,0.04176260287723623,-0.0424542680139915,0.01408634621679155,0.02278949591139368,-0.07725419820301707,-0.01567879895661039,-0.00540788297164762,HFF_Oligo_A3_N3_16,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468418,0.05183007895867269,0.020575206883756157,0.012366464965493545,0.014155951530005614,-0.009539798270587884,-0.002205070651999976,0.02078555127985134,0.006305782457011585,-0.014853181825578788,HFF_Oligo_A3_N3_14,fibroblast,HFF,Oligo,Lifetime
-0.0905345334468418,0.050890600622749416,0.005425253732197456,-0.01219142944743619,0.03314674112106745,0.0016207750420329705,0.01899887264372967,-0.01725523763087371,-0.010029108343491484,0.012248929385612223,HFF_Oligo_A3_N3_10,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684206,0.05131148341719017,0.01359528846465015,0.010207675502849477,0.012966342548209065,-0.01509671248366625,0.0024521180554651404,0.006550795896389887,-0.005114216369421415,-0.017771196171181034,HFF_Oligo_A3_N3_17,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684169,0.04425077492965372,-0.01965697206860333,-0.012032669655395248,-0.011855703241910766,-0.04139916261512564,0.01266484931077859,0.011947715013604681,-0.022521816174071417,-0.014404166394890748,HFF_Oligo_A3_N3_8,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684127,-0.037003930225952025,0.012850217609322827,0.010695207293090479,-0.030428296719452186,0.02323134455404896,0.037469892315512725,-0.01130688054642137,0.011180842983375447,-0.014081120599416495,HFF_Oligo_A3_N3_7,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684212,0.042857306724452336,-0.016569111402030202,-0.04753665382030016,-0.011789591568538201,-0.0003163929789561767,-0.005075383097588293,-0.011155147121383546,0.01972658295376571,0.02689795714813374,HFF_Oligo_A3_N3_15,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684213,0.04448909068696009,0.02428143598880448,0.04441189246706564,-0.0014456647668128235,-0.019263403127794333,-0.02149403040377492,0.0037934754037658503,-0.004646208156108368,-0.01954355321202081,HFF_Oligo_A3_N3_11,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684208,-0.06181546304370697,0.028051163982377843,-0.018818346739155865,0.015178563071268624,-0.028914304785914217,-0.011994287085297218,-0.00783792293271032,-0.012067974477100746,0.002914250817925306,HFF_Oligo_A3_N10_10,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684174,-0.05604017784415338,0.01099242539105626,-0.010141466688613359,0.00796986983049719,-0.012746134227529637,0.0005345282828143993,-0.010738353279907506,0.017455471035811954,-0.017862835303219544,HFF_Oligo_A3_N10_1,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684147,-0.0258104614233183,0.03154159166609111,0.028514407787606454,-0.04120808066926505,0.008233427617730323,0.033972554867575264,-0.012833908084304006,0.020006307067531388,0.02253755080613154,HFF_Oligo_A3_N10_8,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684194,0.04627208883618191,-0.0017714515689956404,-0.013245916087483076,0.018762718609866908,-0.004078430555671856,0.011587856719816355,-0.00795958598071492,-0.011174465100701494,0.016813488211326465,HFF_Oligo_A3_N10_6,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684124,0.032433071854715584,0.009972468655429181,-0.020042698630254978,0.040857645884600516,0.026266417998178773,-0.004267811724338451,-0.028278511036529803,-0.005753297860070434,0.0501153740104063,HFF_Oligo_A3_N10_2,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684222,0.04251242670412767,0.03304799497379891,0.053133391500539084,-0.018354807527729066,-0.020070724252256866,-0.03756929084260763,0.016226732254409928,0.00987514454861397,-0.004709287225934308,HFF_Oligo_A3_N10_3,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684165,-0.05478709100246112,0.013734597598051245,-0.023732549200012276,0.03191240988224177,-0.026107596698671003,-0.05006080886457093,-0.016506660574924205,-0.018706326138263063,0.00048445462791207037,HFF_Oligo_A3_N10_7,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684187,0.04209734428848931,0.02191061027924343,-0.0034796677403806805,0.03417915864393064,0.017520838745845747,0.0030941005577834824,0.0003958829210107066,-0.0021568164404973432,0.030845276738781294,HFF_Oligo_A3_N10_5,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684147,-0.052728418505436206,0.01685209839521593,-0.023484652210981397,0.0316362936019166,-0.025245961078018936,-0.04447196801527136,-0.014859235360786541,-0.021749833849675115,0.005846332715230069,HFF_Oligo_A3_N10_9,fibroblast,HFF,Oligo,Lifetime
-0.09053453344684204,0.05524227526944008,0.0312878482952226,0.023241964411595598,0.023909294103419614,-0.004253977906231456,-0.0034406908115328827,0.024337214331395983,0.00931226209786605,-0.02977758539194309,HFF_Oligo_A3_N10_4,fibroblast,HFF,Oligo,Lifetime
