Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,cell_id,cell_type,cell_line,treatment,experiment
-0.028711480845748476,-0.05934533251305183,-0.054228855407659475,-0.029529803638569545,-0.04207541840972182,-0.003990601227547611,0.015060779033957264,0.002721463634929003,0.010771576624349511,-0.01790962860693737,MCF7_FCCP_A1_N12_50,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748184,-0.04656234450462067,-0.01632022380250807,-0.013254234067024518,0.012086319236078325,-0.010237477892781172,0.003771056531386738,0.007135999041025972,-0.01352480304130579,0.009968874769157433,MCF7_FCCP_A1_N12_41,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748538,-0.0647620054174794,-0.07049321931974019,-0.0408283783347193,-0.07463919223213228,-0.007627640706834014,0.046795379679030566,0.02578970199965677,0.07354873812267686,-0.049173128098423516,MCF7_FCCP_A1_N12_57,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748403,-0.057351433950436834,-0.03665305920012175,-0.022701559382963397,-0.003731116549170006,-0.0050698051870148204,0.012051013497621062,0.006574827535255654,-0.010917146312990447,0.01693915066825928,MCF7_FCCP_A1_N12_12,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748254,-0.062435870868139065,-0.05832404304758479,-0.03396918220560481,-0.045668921020068816,-0.006218546278184742,0.029569159117638633,0.013810258076433175,0.02838776576015948,-0.014645120986930065,MCF7_FCCP_A1_N12_49,epithelial,MCF7,FCCP,Lifetime
-0.028711480845747997,-0.04292543355132112,-0.013160848716408284,-0.01163364108501821,0.0071896929987453955,-0.014135504253330222,-0.0021457284720646716,0.0032437409960684688,-0.010874432327178581,-0.0050980311247503796,MCF7_FCCP_A1_N12_22,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748392,-0.04656071609830347,-0.028773908560136625,-0.015422976321026252,-0.015333515666222269,-0.010348832734113935,-0.009894124162626831,-0.01421546243662522,-0.006255504313498421,-0.018646593877554622,MCF7_FCCP_A1_N12_9,epithelial,MCF7,FCCP,Lifetime
-0.02871148084574862,-0.044822314744510976,-0.02492457260183246,-0.012962237069268282,-0.008558581105473927,-0.009556421363881483,-0.006554168844330323,-0.006646169283091742,-0.013634029431230576,-0.013489193403582234,MCF7_FCCP_A1_N12_20,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748164,-0.04993375169583507,-0.024629142204660268,-0.01792301269628048,0.003354826438640416,-0.006397062255426951,0.01157097042547681,0.011651669401416431,-0.010465699240951448,0.020094631398965973,MCF7_FCCP_A1_N12_19,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748868,-0.03871572789333476,-0.02027579931912996,-0.008779298199289675,-0.009645026872911017,-0.011798261423531181,-0.021801795420308318,-0.021183021474126772,-0.013968271563055305,-0.022135430963780477,MCF7_FCCP_A1_N12_52,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748226,-0.056875447917470436,-0.0406996488935336,-0.022828937733224086,-0.016117719113437377,-0.005995123358585435,0.0008363197665661908,-0.005281129571332249,-0.007452146358555432,-0.009062957606140395,MCF7_FCCP_A1_N12_28,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748254,-0.044383494666936,-0.027014272255865477,-0.012473791843866568,-0.01379447953103414,-0.007548259585447353,-0.01686937558390907,-0.01736317044896677,-0.015280513546007821,-0.018741365467972976,MCF7_FCCP_A1_N12_58,epithelial,MCF7,FCCP,Lifetime
-0.02871148084574838,-0.048033075153028265,-0.02889576218478787,-0.01616521213894246,-0.011515545252100466,-0.009610156033294577,-0.004212564572113855,-0.006729288461705084,-0.011038098290887026,-0.011874532435950562,MCF7_FCCP_A1_N12_53,epithelial,MCF7,FCCP,Lifetime
-0.02871148084574865,-0.03882925587187887,-0.018167886422986463,-0.008451825786378235,-0.006737931672095465,-0.012282765586384196,-0.016558162711730946,-0.014699393559431706,-0.015845987888708092,-0.019908002024715217,MCF7_FCCP_A1_N12_26,epithelial,MCF7,FCCP,Lifetime
-0.02871148084574862,-0.03236267421180596,-0.015389964860892119,-0.006600404392596058,-0.008873894948468856,-0.011673921190228169,-0.01676570490223243,-0.013632889867606994,-0.014996494266926445,-0.016683090990264177,MCF7_FCCP_A1_N12_40,epithelial,MCF7,FCCP,Lifetime
-0.02871148084574839,-0.046417682360614006,-0.01898617155390818,-0.014540702564929264,0.0002582927357750387,-0.015185027222143646,0.0026968676723450307,0.005429125606359789,-0.006482641319044806,-0.009999627754096954,MCF7_FCCP_A1_N12_56,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748465,-0.04566449987643001,-0.02817561046838945,-0.014016010703659465,-0.011370193170482172,-0.005680751460321409,-0.005003396920169557,-0.0057679351156618985,-0.01569169696450559,-0.008130406606401356,MCF7_FCCP_A1_N12_29,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748084,-0.05510474261784515,-0.03193267414261527,-0.020204315148557583,0.0010765381008867084,-0.005913276388307869,0.008927344824670374,0.005065096531328606,-0.012969091362705564,0.015096946550453688,MCF7_FCCP_A1_N12_8,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748354,-0.044666544732224124,-0.026993325041133075,-0.01288276618358133,-0.01302481909668737,-0.008341515694414917,-0.016014216357017337,-0.016809009530109505,-0.016321897430737732,-0.017827394100652066,MCF7_FCCP_A1_N12_51,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748594,-0.05142620850357482,-0.03844370696282128,-0.02032485539091823,-0.023832692638332178,-0.007066783832398902,-0.0007841865720280556,-0.007118641989374301,-0.005462143936199991,-0.015693205723119445,MCF7_FCCP_A1_N12_21,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748583,-0.05465421919487318,-0.03833969314872731,-0.02163298475556526,-0.014001767605204076,-0.0036109255308310827,0.006731015860693804,6.476291506957049e-05,-0.008881897888771969,0.004524173126707613,MCF7_FCCP_A1_N12_11,epithelial,MCF7,FCCP,Lifetime
-0.028711480845748583,-0.04377680433239732,-0.02300434049190607,-0.01205459049925159,-0.007673671253216492,-0.010955988563086385,-0.010787433586169922,-0.009673420173311607,-0.015164006783810042,-0.015580027411682061,MCF7_FCCP_A1_N12_54,epithelial,MCF7,FCCP,Lifetime
-0.02871148084574844,-0.04317291875665562,-0.02781201114926811,-0.012238887814547903,-0.01531890524122304,-0.005868165098805028,-0.012988865251352975,-0.013065758451642713,-0.017414775840851503,-0.014936365269323851,MCF7_FCCP_A1_N12_31,epithelial,MCF7,FCCP,Lifetime
