Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,cell_id,cell_type,cell_line,treatment,experiment
-0.06270696435101347,-0.03926697836095744,-0.030136485804151462,0.012727979624670798,0.012372704849443703,-0.022019053395822805,0.00799499381740755,-0.010536851261058541,0.019482465501598344,0.001584661458913088,IMR90_FCCP_A1_N8_3,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101371,-0.019424195234557254,-0.055007796969606323,-0.029311336860862347,-0.015859546668490956,-0.04869118330983853,0.018018031324924508,-0.034253960651859025,-0.0050270211737777955,0.016330662864384022,IMR90_FCCP_A1_N8_2,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101399,-0.03382321268841684,-0.033897979946931,0.002889472533411731,0.0023623166053793276,-0.03763961054030644,0.01365816581534148,-0.013245659900472728,0.012692283492463916,-0.006280457652593851,IMR90_FCCP_A1_N8_1,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101375,-0.03366643569898012,-0.04973313825394789,-0.019978562405713468,0.014294053585575405,-0.019059418566621737,-0.020676953515122255,-0.01318639994512159,-0.01817173682817296,-0.011695546753829788,IMR90_FCCP_A1_N8_4,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101403,-0.04555555345796063,-0.009617338833455884,0.033364746372376665,0.01429374168199702,0.0004870804403251834,0.012726223628041662,-0.00397853700594759,0.025895833067440196,0.012834353800456689,IMR90_FCCP_A1_N8_5,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101425,-0.041254425676314724,-0.030230117746969116,0.013832944531050058,0.019253057621835275,-0.015404449663860606,-0.004398800982046604,-0.0020025163557224656,0.016975798129855307,-0.006044283848525707,IMR90_FCCP_A1_N2_7,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101399,-0.04235427227696515,-0.023026322473038614,0.020581606783852513,0.022924434445766965,-0.0012407910062944682,-0.009631578823985602,0.013072201938541512,0.01848141067606464,-0.009933812024364282,IMR90_FCCP_A1_N2_2,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101428,-0.04178277695725867,0.016927196122750655,0.03051254444700016,-0.010623076630609336,0.003457903409321924,0.02500635920657377,-0.01787117003958496,-0.007768576465945247,0.01018220161810519,IMR90_FCCP_A1_N2_3,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101382,-0.032921962368467755,-0.036008322849452185,-0.004199594992841164,0.014639131511019206,-0.0049024502098934195,-0.018192436014666913,0.0043114927717153384,-0.006778253178567867,-0.014147411952779054,IMR90_FCCP_A1_N2_5,fibroblast,IMR90,FCCP,Lifetime
-0.06270696435101387,-0.0444751499636756,-0.011445674490771983,0.03404478677583595,0.018191664660707995,0.005814076024962552,0.007262549015266117,0.01368627956487145,0.027287106179970808,0.0003962445226373296,IMR90_FCCP_A1_N2_4,fibroblast,IMR90,FCCP,Lifetime
