Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,cell_id,cell_type,cell_line,treatment,experiment
-0.022595509918215365,-0.04585610014063453,-0.013701812564055303,0.02612612583849654,-0.005289910435715541,-0.039605807603582566,0.001962876383821988,-0.010431946774524895,-0.04574373062189362,0.01237241740013136,MCF10A_FCCP_A1_N2_2,epithelial,MCF10A,FCCP,Lifetime
-0.022595509918215316,-0.04243192833033495,-0.010161720919865823,0.018600501070733445,-0.0005965885489547295,-0.02180465601197318,-0.008081144046337705,0.005744674271502519,-0.01952545348350114,-0.014054927147603195,MCF10A_FCCP_A1_N2_3,epithelial,MCF10A,FCCP,Lifetime
-0.022595509918215958,-0.03537120415911912,-0.004626750797851307,-0.005590107767889251,-0.0028768470283541724,0.026127757655418103,0.014488244929240534,-0.0029722302831945587,0.0156699734220934,0.01725025256291748,MCF10A_FCCP_A1_N2_1,epithelial,MCF10A,FCCP,Lifetime
-0.02259550991821569,-0.03590583934489813,-0.003620312105006432,0.0025537868114174616,0.0018398805255802507,0.010570296953011706,0.00016494379375876615,-0.0049511431360847935,0.010207910250316763,-0.0001350315577417009,MCF10A_FCCP_A1_N5_65,epithelial,MCF10A,FCCP,Lifetime
-0.022595509918215816,-0.03864635489638083,-0.0062658409615814255,0.0004025693533938777,-0.00030344952480701687,0.0205317822733156,0.007338680511472867,-0.0030302421104495885,0.014795791700893134,0.007068199598793054,MCF10A_FCCP_A1_N5_47,epithelial,MCF10A,FCCP,Lifetime
-0.02259550991821539,-0.04182058864145886,-0.009464449337400684,0.013657496222562375,-0.00240175881080411,-0.008232388591595512,0.004085818547145045,-0.006729490721061503,-0.005457352203371588,0.007714018976998631,MCF10A_FCCP_A1_N5_22,epithelial,MCF10A,FCCP,Lifetime
-0.022595509918215302,-0.04489168116756137,-0.013041748518055021,0.023234401254333403,-0.0059191034392199315,-0.029087412164272162,0.007493738761881196,-0.010348047468872532,-0.02263502738246208,0.018227899186276146,MCF10A_FCCP_A1_N5_76,epithelial,MCF10A,FCCP,Lifetime
-0.02259550991821583,-0.03202638206051969,-0.00039232257715860093,-0.0038693448924817927,0.0024738758361752744,0.01556362912331562,-0.0047854273084469625,-0.007292295967184055,0.001453569173112511,0.0035096008828979443,MCF10A_FCCP_A1_N5_8,epithelial,MCF10A,FCCP,Lifetime
-0.022595509918215184,-0.04078291560718854,-0.007812032083603468,0.010293807928195028,0.0008829407705141873,0.001166936791954663,-0.0006380120877185857,-0.004855623987740736,0.0035105746741815524,-0.0012984425843576887,MCF10A_FCCP_A1_N5_2,epithelial,MCF10A,FCCP,Lifetime
-0.022595509918215236,-0.037992517308873375,-0.003811049304821385,0.004280238540826935,0.005608840170071345,0.006023828941224573,-0.014821921860130179,0.000556772875846625,-0.00561112716223188,-0.009221239282252169,MCF10A_FCCP_A1_N5_6,epithelial,MCF10A,FCCP,Lifetime
