file_name,mito_area,mito_intensity_sum,mito_intensity_avg,nuclei_area,nuclei_intensity_sum,nuclei_intensity_avg,Delta Psi 1,cell_area,mito_content,cell_line,treatment
A1_N2_MitoI_62.tiff,504,11332,22.484126984126984,272,2066,7.595588235294118,-66.7423835839703,1307,0.3856159143075746,A549,FCCP
A1_N2_MitoI_41.tiff,332,6461,19.460843373493976,425,1775,4.176470588235294,-94.64467972187951,1192,0.2785234899328859,A549,FCCP
A1_N2_MitoI_36.tiff,378,6759,17.88095238095238,355,1847,5.20281690140845,-75.92395432955195,1053,0.358974358974359,A549,FCCP
A1_N2_MitoI_6.tiff,357,7509,21.03361344537815,321,1659,5.168224299065421,-86.32094682247869,1121,0.3184656556645852,A549,FCCP
A1_N2_MitoI_32.tiff,333,8078,24.25825825825826,225,1296,5.76,-88.42590733325954,958,0.3475991649269311,A549,FCCP
A1_N2_MitoI_9.tiff,170,13580,79.88235294117646,434,8220,18.94009216589862,-88.51535162192518,1110,0.15315315315315314,A549,FCCP
A1_N2_MitoI_19.tiff,371,5930,15.983827493261456,274,1401,5.113138686131387,-70.09548535027706,949,0.3909378292939937,A549,FCCP
A1_N2_MitoI_72.tiff,314,32722,104.21019108280255,503,5737,11.405566600397615,-136.05696617765716,2350,0.13361702127659575,A549,FCCP
A1_N5_MitoI_65.tiff,619,14851,23.991922455573505,447,2144,4.796420581655481,-99.00560782880736,1541,0.4016872160934458,A549,FCCP
A1_N5_MitoI_47.tiff,367,7087,19.310626702997276,216,1366,6.324074074074074,-68.65195297601059,869,0.4223245109321059,A549,FCCP
A1_N5_MitoI_54.tiff,540,10462,19.374074074074073,375,1946,5.189333333333333,-81.01582867719685,1308,0.41284403669724773,A549,FCCP
A1_N5_MitoI_36.tiff,538,10835,20.139405204460967,394,1170,2.969543147208122,-117.72761947186063,1431,0.37596086652690425,A549,FCCP
A1_N5_MitoI_76.tiff,678,19539,28.81858407079646,409,2162,5.286063569682152,-104.30071695274248,1608,0.4216417910447761,A549,FCCP
A1_N5_MitoI_8.tiff,772,15379,19.92098445595855,495,1917,3.8727272727272726,-100.72560349269888,1835,0.420708446866485,A549,FCCP
A1_N5_MitoI_2.tiff,307,4386,14.286644951140065,450,1126,2.502222222222222,-107.141976260505,1342,0.22876304023845007,A549,FCCP
A1_N5_MitoI_6.tiff,339,3174,9.36283185840708,383,964,2.5169712793733683,-80.79202652897428,1287,0.2634032634032634,A549,FCCP
A1_N5_MitoI_41.tiff,343,7023,20.47521865889213,237,1564,6.59915611814346,-69.63482203491175,793,0.43253467843631777,A549,FCCP
A1_N5_MitoI_12.tiff,644,12104,18.795031055900623,465,1679,3.610752688172043,-101.45509108922971,1499,0.4296197464976651,A549,FCCP
A1_N5_MitoI_84.tiff,552,12828,23.23913043478261,431,2434,5.647331786542924,-87.00124136217187,1222,0.45171849427168576,A549,FCCP
A1_N5_MitoI_45.tiff,322,6083,18.891304347826086,400,1326,3.315,-107.02501246601598,1038,0.31021194605009633,A549,FCCP
A1_N5_MitoI_75.tiff,646,16092,24.910216718266255,502,2459,4.898406374501992,-100.02163856590076,1887,0.34234234234234234,A549,FCCP
A1_N5_MitoI_71.tiff,490,10391,21.206122448979592,430,1601,3.7232558139534886,-106.99102297199036,1403,0.34925160370634356,A549,FCCP
A1_N5_MitoI_5.tiff,137,2008,14.656934306569344,273,1002,3.67032967032967,-85.15487221420415,806,0.16997518610421836,A549,FCCP
A1_N5_MitoI_28.tiff,804,15046,18.713930348258707,589,2084,3.538200339558574,-102.43747289175107,2083,0.38598175708113297,A549,FCCP
A1_N5_MitoI_33.tiff,678,14532,21.43362831858407,467,1849,3.9593147751605997,-103.86674309847187,1641,0.41316270566727603,A549,FCCP
A1_N5_MitoI_85.tiff,134,2667,19.902985074626866,291,670,2.3024054982817868,-132.6502896595814,953,0.14060860440713535,A549,FCCP
A1_N5_MitoI_74.tiff,452,7694,17.02212389380531,314,995,3.1687898089171975,-103.39159536212469,1163,0.3886500429922614,A549,FCCP
A1_N5_MitoI_46.tiff,382,6424,16.81675392670157,298,1357,4.553691275167785,-80.3459046319693,1048,0.36450381679389315,A549,FCCP
A1_N5_MitoI_51.tiff,376,8664,23.04255319148936,312,2039,6.535256410256411,-77.49806034534649,984,0.3821138211382114,A549,FCCP
A1_N5_MitoI_44.tiff,389,8141,20.9280205655527,322,1981,6.1521739130434785,-75.2934325932854,945,0.41164021164021164,A549,FCCP
A1_N5_MitoI_16.tiff,504,9367,18.58531746031746,488,1698,3.4795081967213113,-103.04207683335642,1373,0.36707938820101965,A549,FCCP
A1_N5_MitoI_59.tiff,467,11708,25.07066381156317,323,1657,5.130030959752322,-97.57508180024683,1174,0.3977853492333901,A549,FCCP
A1_N5_MitoI_25.tiff,253,4817,19.039525691699605,245,1214,4.955102040816326,-82.78511044492102,852,0.29694835680751175,A549,FCCP
A1_N5_MitoI_20.tiff,497,7707,15.507042253521126,461,1478,3.2060737527114966,-96.93920287194675,1825,0.2723287671232877,A549,FCCP
A1_N5_MitoI_79.tiff,509,10628,20.88015717092338,311,1964,6.315112540192926,-73.54500338603127,1238,0.4111470113085622,A549,FCCP
A1_N5_MitoI_81.tiff,535,13313,24.88411214953271,363,1574,4.336088154269972,-107.45630173763989,1344,0.39806547619047616,A549,FCCP
A1_N5_MitoI_11.tiff,602,13521,22.460132890365447,339,1196,3.528023598820059,-113.83674839356833,1763,0.34146341463414637,A549,FCCP
A1_N5_MitoI_24.tiff,474,6946,14.654008438818565,416,1337,3.2139423076923075,-93.30875907824816,1207,0.39270919635459817,A549,FCCP
A1_N5_MitoI_68.tiff,512,11653,22.759765625,405,2005,4.950617283950617,-93.81714539232695,1223,0.4186426819296811,A549,FCCP
A1_N5_MitoI_52.tiff,410,7920,19.317073170731707,552,2358,4.271739130434782,-92.80154985282867,1293,0.317092034029389,A549,FCCP
A1_N5_MitoI_43.tiff,545,9365,17.18348623853211,901,2404,2.668146503884573,-114.54773410334334,2144,0.25419776119402987,A549,FCCP
A1_N5_MitoI_15.tiff,884,13027,14.736425339366516,432,1387,3.2106481481481484,-93.71674492583577,2088,0.42337164750957856,A549,FCCP
A1_N5_MitoI_61.tiff,395,7025,17.78481012658228,373,1243,3.3324396782841825,-102.99036353218663,1089,0.3627180899908173,A549,FCCP
A1_N5_MitoI_53.tiff,275,4871,17.71272727272727,252,1266,5.023809523809524,-77.49583763825729,704,0.390625,A549,FCCP
A1_N5_MitoI_72.tiff,371,8576,23.11590296495957,346,1509,4.361271676300578,-102.56706392507094,1022,0.363013698630137,A549,FCCP
A1_N5_MitoI_19.tiff,362,6789,18.75414364640884,414,1706,4.120772946859903,-93.1954990473483,1048,0.34541984732824427,A549,FCCP
A1_N5_MitoI_62.tiff,610,16746,27.452459016393444,365,2222,6.087671232876712,-92.63069293226609,1499,0.4069379586390927,A549,FCCP
A1_N5_MitoI_49.tiff,197,3504,17.78680203045685,316,861,2.7246835443037973,-115.3804225973647,746,0.2640750670241287,A549,FCCP
A1_N5_MitoI_82.tiff,461,8302,18.008676789587852,359,938,2.6128133704735377,-118.72120669355098,1251,0.36850519584332536,A549,FCCP
A1_N5_MitoI_69.tiff,496,11246,22.673387096774192,506,2331,4.606719367588933,-98.01106738130406,1459,0.3399588759424263,A549,FCCP
A1_N5_MitoI_83.tiff,417,8611,20.649880095923262,339,1466,4.32448377581121,-96.15012937661986,1216,0.34292763157894735,A549,FCCP
A1_N5_MitoI_34.tiff,254,5172,20.362204724409448,225,1318,5.857777777777778,-76.62347484093353,758,0.33509234828496043,A549,FCCP
A1_N5_MitoI_4.tiff,442,9150,20.70135746606335,432,1682,3.8935185185185186,-102.75949047003978,1360,0.325,A549,FCCP
A1_N5_MitoI_73.tiff,430,8752,20.35348837209302,207,691,3.3381642512077296,-111.18162405651898,1055,0.4075829383886256,A549,FCCP
A1_N5_MitoI_50.tiff,693,13734,19.818181818181817,500,1732,3.464,-107.26681165636758,1740,0.39827586206896554,A549,FCCP
A1_N5_MitoI_21.tiff,803,16225,20.205479452054796,532,2217,4.167293233082707,-97.08925710207801,2159,0.37193144974525244,A549,FCCP
A1_N5_MitoI_32.tiff,705,13322,18.89645390070922,606,1684,2.778877887788779,-117.89101489281575,2333,0.30218602657522503,A549,FCCP
A1_N5_MitoI_48.tiff,772,15656,20.27979274611399,465,2031,4.367741935483871,-94.42579638807362,1727,0.4470179502026636,A549,FCCP
A1_N5_MitoI_77.tiff,596,10970,18.406040268456376,507,1656,3.2662721893491122,-106.33531762326912,1616,0.3688118811881188,A549,FCCP
A1_N5_MitoI_40.tiff,501,10712,21.381237524950098,481,2337,4.858627858627859,-91.12809989396239,1464,0.3422131147540984,A549,FCCP
A1_N5_MitoI_29.tiff,518,9714,18.752895752895753,457,1435,3.140043763676149,-109.90735376582145,1370,0.3781021897810219,A549,FCCP
A1_N5_MitoI_27.tiff,608,9593,15.77796052631579,878,2496,2.8428246013667424,-105.3996795103511,2278,0.266900790166813,A549,FCCP
A1_N5_MitoI_60.tiff,627,15966,25.464114832535884,430,2124,4.93953488372093,-100.85994009276402,1479,0.4239350912778905,A549,FCCP
A1_N5_MitoI_78.tiff,770,20889,27.12857142857143,353,1847,5.232294617563739,-101.2128590480645,1557,0.4945407835581246,A549,FCCP
A1_N5_MitoI_67.tiff,591,14769,24.98984771573604,555,2224,4.007207207207207,-112.56806922786467,1829,0.3231273920174959,A549,FCCP
A1_N5_MitoI_17.tiff,285,6019,21.119298245614036,428,1771,4.13785046728972,-100.24566352830213,1214,0.23476112026359144,A549,FCCP
A1_N5_MitoI_58.tiff,450,8758,19.462222222222223,426,1614,3.788732394366197,-100.64129136524197,1246,0.3611556982343499,A549,FCCP
A1_N5_MitoI_57.tiff,755,15058,19.94437086092715,405,2248,5.550617283950618,-78.66082453112102,1673,0.4512851165570831,A549,FCCP
A1_N5_MitoI_37.tiff,772,16696,21.626943005181346,408,1896,4.647058823529412,-94.56888150476946,1929,0.4002073613271125,A549,FCCP
A1_N5_MitoI_80.tiff,405,8334,20.57777777777778,405,1311,3.237037037037037,-113.74752968544999,1114,0.3635547576301616,A549,FCCP
A1_N5_MitoI_18.tiff,329,6007,18.258358662613983,245,1199,4.893877551020408,-80.97323943552314,868,0.3790322580645161,A549,FCCP
A1_N5_MitoI_70.tiff,424,12252,28.89622641509434,305,2190,7.180327868852459,-85.63050694083076,1135,0.373568281938326,A549,FCCP
A1_N5_MitoI_42.tiff,962,19111,19.865904365904367,371,2147,5.787061994609164,-75.85288098094362,2052,0.46881091617933723,A549,FCCP
A1_N5_MitoI_66.tiff,532,10422,19.590225563909776,491,1977,4.026476578411406,-97.30155162121228,1353,0.39320029563932,A549,FCCP
A1_N5_MitoI_14.tiff,752,12860,17.101063829787233,765,2872,3.754248366013072,-93.24953351626176,2293,0.3279546445704318,A549,FCCP
A1_N4_MitoI_14.tiff,524,9356,17.85496183206107,547,1633,2.9853747714808043,-109.99620339932443,1856,0.2823275862068966,A549,FCCP
A1_N4_MitoI_89.tiff,455,10977,24.125274725274725,220,2297,10.440909090909091,-51.50799527157721,930,0.489247311827957,A549,FCCP
A1_N4_MitoI_90.tiff,439,8412,19.161731207289293,486,1714,3.5267489711934155,-104.09112688214654,1246,0.3523274478330658,A549,FCCP
A1_N4_MitoI_99.tiff,331,3917,11.833836858006043,332,1048,3.1566265060240966,-81.26973233294257,1012,0.32707509881422925,A549,FCCP
A1_N4_MitoI_104.tiff,418,10664,25.51196172248804,279,1985,7.114695340501792,-78.53457860908259,967,0.43226473629782836,A549,FCCP
A1_N4_MitoI_34.tiff,345,3868,11.211594202898551,550,1317,2.3945454545454545,-94.94093348554124,1272,0.27122641509433965,A549,FCCP
A1_N4_MitoI_48.tiff,161,2604,16.17391304347826,242,926,3.8264462809917354,-88.649982486052,738,0.2181571815718157,A549,FCCP
A1_N4_MitoI_75.tiff,221,3369,15.244343891402714,196,792,4.040816326530612,-81.65735127225082,814,0.2714987714987715,A549,FCCP
A1_N4_MitoI_106.tiff,335,3803,11.35223880597015,251,887,3.5338645418326693,-71.77191037491195,871,0.38461538461538464,A549,FCCP
A1_N4_MitoI_96.tiff,454,12553,27.64977973568282,413,2622,6.348668280871671,-90.48942046047624,1174,0.38671209540034074,A549,FCCP
A1_N4_MitoI_110.tiff,226,2838,12.557522123893806,265,912,3.4415094339622643,-79.60619620311496,758,0.29815303430079154,A549,FCCP
A1_N4_MitoI_117.tiff,166,6028,36.31325301204819,408,2315,5.674019607843137,-114.16152622533072,960,0.17291666666666666,A549,FCCP
A1_N4_MitoI_23.tiff,424,10670,25.16509433962264,480,1645,3.4270833333333335,-122.6155222806278,1446,0.29322268326417705,A549,FCCP
A1_N4_MitoI_18.tiff,405,4888,12.069135802469136,417,1009,2.419664268585132,-98.83189206419021,1365,0.2967032967032967,A549,FCCP
A1_N4_MitoI_85.tiff,226,5253,23.243362831858406,164,1014,6.182926829268292,-81.44001371931687,692,0.3265895953757225,A549,FCCP
A1_N4_MitoI_68.tiff,318,9311,29.27987421383648,341,2308,6.768328445747801,-90.07574392997859,888,0.3581081081081081,A549,FCCP
A1_N4_MitoI_118.tiff,345,7372,21.368115942028986,283,1372,4.848056537102473,-91.22430245361932,993,0.3474320241691843,A549,FCCP
A1_N4_MitoI_57.tiff,350,5681,16.231428571428573,363,1534,4.225895316804408,-82.76167240029598,1126,0.3108348134991119,A549,FCCP
A1_N4_MitoI_122.tiff,479,10963,22.887265135699373,448,2158,4.816964285714286,-95.84385919392258,1353,0.3540280857354028,A549,FCCP
A1_N4_MitoI_44.tiff,364,5368,14.747252747252746,460,1609,3.497826086956522,-88.49328194059036,1189,0.30613961312026916,A549,FCCP
A1_N4_MitoI_4.tiff,609,14581,23.942528735632184,324,2295,7.083333333333333,-74.90157052810044,1809,0.33665008291873966,A549,FCCP
A1_N4_MitoI_94.tiff,350,12315,35.18571428571428,444,3411,7.6824324324324325,-93.58479206921261,1174,0.2981260647359455,A549,FCCP
A1_N4_MitoI_100.tiff,512,10975,21.435546875,531,2471,4.653483992467043,-93.93721733166737,1566,0.3269476372924649,A549,FCCP
A1_N4_MitoI_43.tiff,276,6420,23.26086956521739,188,1052,5.595744680851064,-87.62311518069777,770,0.35844155844155845,A549,FCCP
A1_N4_MitoI_98.tiff,257,3330,12.957198443579767,285,822,2.8842105263157896,-92.39761742244202,930,0.2763440860215054,A549,FCCP
A1_N4_MitoI_101.tiff,388,10653,27.45618556701031,325,1584,4.873846153846154,-106.31554765451236,1352,0.2869822485207101,A549,FCCP
A1_N4_MitoI_126.tiff,210,2884,13.733333333333333,421,1074,2.5510688836104514,-103.52378186750796,818,0.2567237163814181,A549,FCCP
A1_N4_MitoI_71.tiff,248,5972,24.080645161290324,304,1721,5.661184210526316,-89.03818203786004,770,0.3220779220779221,A549,FCCP
A1_N4_MitoI_16.tiff,565,13691,24.231858407079645,476,1933,4.060924369747899,-109.85484273888986,1821,0.3102690829214717,A549,FCCP
A1_N4_MitoI_26.tiff,779,13538,17.378690629011555,770,2646,3.4363636363636365,-99.68110338629396,2233,0.3488580385132109,A549,FCCP
A1_N4_MitoI_45.tiff,398,8885,22.324120603015075,292,1421,4.866438356164384,-93.68328268274296,1109,0.35888187556357076,A549,FCCP
A1_N4_MitoI_107.tiff,370,4093,11.062162162162162,367,1125,3.0653950953678475,-78.92627126261623,1154,0.32062391681109187,A549,FCCP
A1_N4_MitoI_120.tiff,315,6767,21.48253968253968,324,1160,3.580246913580247,-110.19623683955845,1316,0.2393617021276596,A549,FCCP
A1_N4_MitoI_77.tiff,305,6062,19.875409836065575,485,1874,3.863917525773196,-100.72480511269133,1506,0.20252324037184594,A549,FCCP
A1_N4_MitoI_105.tiff,389,3220,8.277634961439588,375,852,2.272,-79.51315283475783,1006,0.3866799204771372,A549,FCCP
A1_N4_MitoI_103.tiff,226,3832,16.95575221238938,309,1316,4.258899676375404,-84.96817274710332,875,0.2582857142857143,A549,FCCP
A1_N4_MitoI_119.tiff,460,17863,38.832608695652176,335,3711,11.077611940298507,-77.1415529759081,1367,0.33650329188002925,A549,FCCP
A1_N4_MitoI_79.tiff,480,11162,23.254166666666666,353,1850,5.240793201133145,-91.63570517790316,1521,0.3155818540433925,A549,FCCP
A1_N4_MitoI_88.tiff,331,3113,9.404833836858007,263,709,2.6958174904942966,-76.84562149367622,868,0.3813364055299539,A549,FCCP
A1_N4_MitoI_38.tiff,287,6503,22.658536585365855,357,1964,5.50140056022409,-87.05533884594766,1335,0.2149812734082397,A549,FCCP
A1_N4_MitoI_15.tiff,372,3508,9.43010752688172,351,889,2.532763532763533,-80.84768396100962,982,0.3788187372708758,A549,FCCP
A1_N4_MitoI_116.tiff,308,5232,16.98701298701299,305,1440,4.721311475409836,-78.74229339335078,928,0.33189655172413796,A549,FCCP
A1_N4_MitoI_28.tiff,240,5483,22.845833333333335,423,1921,4.541371158392435,-99.3556957528964,1137,0.21108179419525067,A549,FCCP
A1_N4_MitoI_63.tiff,345,9469,27.446376811594202,313,2029,6.482428115015974,-88.75304958648846,854,0.40398126463700235,A549,FCCP
A1_N4_MitoI_7.tiff,307,4654,15.159609120521173,462,1247,2.6991341991341993,-106.13076781311965,1418,0.2165021156558533,A549,FCCP
A1_N4_MitoI_65.tiff,311,6760,21.736334405144696,340,2030,5.970588235294118,-79.46659784957721,891,0.3490460157126824,A549,FCCP
A1_N4_MitoI_114.tiff,301,3012,10.006644518272426,369,1007,2.7289972899728996,-79.90787714281171,864,0.34837962962962965,A549,FCCP
A1_N4_MitoI_41.tiff,547,6785,12.40402193784278,473,1284,2.714587737843552,-93.44191145647441,1797,0.3043962159154146,A549,FCCP
A1_N4_MitoI_17.tiff,471,9843,20.898089171974522,420,1236,2.942857142857143,-120.55702325366315,1282,0.3673946957878315,A549,FCCP
A1_N4_MitoI_115.tiff,666,8186,12.29129129129129,636,2499,3.9292452830188678,-70.13728256955343,1964,0.3391038696537678,A549,FCCP
A1_N4_MitoI_69.tiff,279,6044,21.663082437275985,474,2211,4.6645569620253164,-94.44042596814703,1289,0.21644685802948022,A549,FCCP
A1_N4_MitoI_70.tiff,343,8480,24.723032069970845,505,1981,3.9227722772277227,-113.21760484810429,1376,0.2492732558139535,A549,FCCP
A1_N4_MitoI_10.tiff,509,13365,26.257367387033398,317,2582,8.145110410094638,-71.98752209133114,1673,0.3042438732815302,A549,FCCP
A1_N4_MitoI_108.tiff,339,7433,21.926253687315633,466,1466,3.1459227467811157,-119.40701434496937,1604,0.21134663341645885,A549,FCCP
A1_N4_MitoI_39.tiff,541,11969,22.12384473197782,180,1315,7.305555555555555,-68.14328413877192,1171,0.46199829205807,A549,FCCP
A1_N4_MitoI_51.tiff,285,4803,16.852631578947367,269,1329,4.940520446096654,-75.46272275051321,912,0.3125,A549,FCCP
A1_N4_MitoI_113.tiff,393,12273,31.229007633587788,448,2120,4.732142857142857,-116.04860945784623,1458,0.26954732510288065,A549,FCCP
A1_N4_MitoI_92.tiff,254,5508,21.68503937007874,254,1931,7.602362204724409,-64.46206001133191,728,0.3489010989010989,A549,FCCP
A1_N4_MitoI_76.tiff,351,7505,21.381766381766383,210,662,3.1523809523809523,-117.73440046600265,942,0.37261146496815284,A549,FCCP
A1_N4_MitoI_74.tiff,350,6106,17.445714285714285,348,1344,3.8620689655172415,-92.7352951164187,1109,0.3155996393146979,A549,FCCP
A1_N4_MitoI_95.tiff,193,2871,14.875647668393782,348,664,1.9080459770114941,-126.29921802312445,1116,0.17293906810035842,A549,FCCP
A1_N4_MitoI_32.tiff,209,4810,23.014354066985646,413,1794,4.343825665859564,-102.54280368085315,1037,0.20154291224686596,A549,FCCP
A1_N4_MitoI_124.tiff,288,6528,22.666666666666668,572,2383,4.166083916083916,-104.17601424352675,1637,0.17593158216249236,A549,FCCP
A1_N4_MitoI_35.tiff,114,1466,12.859649122807017,307,625,2.035830618892508,-113.35621771202817,821,0.13885505481120586,A549,FCCP
A1_N4_MitoI_11.tiff,513,9902,19.302144249512672,404,1151,2.849009900990099,-117.66454658937677,1506,0.34063745019920316,A549,FCCP
A1_N4_MitoI_31.tiff,289,6607,22.86159169550173,472,1904,4.033898305084746,-106.68559083032945,1330,0.21729323308270676,A549,FCCP
A1_N4_MitoI_125.tiff,425,6006,14.131764705882352,505,1443,2.8574257425742573,-98.30799293240139,1462,0.29069767441860467,A549,FCCP
A1_N4_MitoI_62.tiff,570,13645,23.93859649122807,312,1796,5.756410256410256,-87.64844769256258,1396,0.40830945558739257,A549,FCCP
A1_N4_MitoI_58.tiff,339,8436,24.884955752212388,370,2170,5.864864864864865,-88.88496558930174,875,0.38742857142857146,A549,FCCP
A1_N4_MitoI_81.tiff,320,6447,20.146875,418,2014,4.818181818181818,-87.98513174893044,1156,0.2768166089965398,A549,FCCP
A1_N4_MitoI_54.tiff,51,1487,29.15686274509804,320,1838,5.74375,-99.9115474067591,967,0.052740434332988625,A549,FCCP
A1_N4_MitoI_8.tiff,378,2852,7.544973544973545,398,748,1.879396984924623,-85.48073271331039,1210,0.31239669421487604,A549,FCCP
A1_N4_MitoI_52.tiff,215,3381,15.725581395348836,336,1034,3.0773809523809526,-100.31940758771574,1037,0.2073288331726133,A549,FCCP
