mito_area,mito_intensity_sum,mito_intensity_avg,nuclei_area,nuclei_intensity_sum,nuclei_intensity_avg,Delta Psi 1,cell_area,mito_content,cell_line,treatment,cell_id,cell_mito_count,cell_total_mito_area_(pixels_squared),cell_network_orientation_(degrees),cell_network_major_axis_(pixels),cell_network_minor_axis_(pixels),cell_network_eccentricity,cell_network_effective_extent,cell_network_effective_solidity,cell_network_fractal_dimension,cell_type
212,13388,63.15094339622642,381,6171,16.19685039370079,-83.68372554458759,1022,0.2074363992172211,A549,FCCP,A549_FCCP_A1_N2_12,5,44.5,-85.33886295192674,20.88706483680723,12.081318568849138,0.8157451397419925,0.1765873015873015,0.225031605562579,1.0496779929517743,epithelial
480,9869,20.560416666666665,366,1965,5.368852459016393,-82.57934119513662,1762,0.2724177071509648,A549,FCCP,A549_FCCP_A1_N2_7,4,95.0,13.116998053148151,23.428127461528728,21.36434447163109,0.4103901715160378,0.196687370600414,0.242811501597444,1.08704773869984,epithelial
292,17168,58.7945205479452,261,3483,13.344827586206897,-91.19956767287177,1038,0.2813102119460501,A549,FCCP,A549_FCCP_A1_N2_15,7,63.5,1.3025055383155506,23.92030767568459,11.885807601878575,0.8678124337041033,0.2032,0.2892938496583143,1.0728241611886389,epithelial
353,6247,17.69688385269122,386,1427,3.696891191709845,-96.30262383671844,1047,0.3371537726838586,A549,FCCP,A549_FCCP_A1_N2_8,3,81.75,-43.26123853485854,23.75739141503547,13.862017762386078,0.812125844338102,0.2048872180451127,0.3202742409402546,1.2033192009159728,epithelial
439,16232,36.9749430523918,443,4390,9.909706546275396,-80.97863254299348,1204,0.3646179401993355,A549,FCCP,A549_FCCP_A1_N2_2,1,109.75,85.7550167866478,20.41002733733501,17.54109950500082,0.5112443991327685,0.3149210903873745,0.3919642857142857,1.2717178522124764,epithelial
159,16271,102.33333333333331,241,2616,10.854771784232366,-137.98328680970818,1351,0.1176905995558845,A549,FCCP,A549_FCCP_A1_N2_70,2,34.5,36.811168871328505,15.793177858996524,11.28203150396017,0.6997772898175126,0.1712158808933002,0.2541436464088398,1.1780995048948866,epithelial
269,5177,19.2453531598513,287,1627,5.668989547038327,-75.1689128691997,772,0.3484455958549223,A549,FCCP,A549_FCCP_A1_N2_35,3,66.25,-61.36038956019165,15.596778204514544,14.59430740771315,0.3527283229712777,0.2849462365591398,0.3727144866385373,1.2336141384770736,epithelial
236,11145,47.22457627118644,267,2135,7.99625468164794,-109.22038217221083,991,0.2381432896064581,A549,FCCP,A549_FCCP_A1_N2_26,2,53.5,28.33176248107254,17.478754659682192,15.454053221089016,0.4671801584106542,0.1652509652509652,0.2671660424469413,1.151773475989731,epithelial
505,9879,19.562376237623763,298,2149,7.211409395973154,-61.373539495368505,1179,0.4283290924512298,A549,FCCP,A549_FCCP_A1_N2_53,2,119.25,66.15586370155155,21.413579205700422,16.18472519245628,0.654784098528716,0.3340336134453781,0.4408502772643253,1.2437539020792765,epithelial
267,7552,28.28464419475656,440,2696,6.127272727272727,-94.06851221476956,1011,0.2640949554896142,A549,FCCP,A549_FCCP_A1_N2_38,1,63.0,-65.16372663248659,19.818163958170125,14.33110735129709,0.6907120357595086,0.2019230769230769,0.2844243792325056,1.2305379745721134,epithelial
429,5505,12.832167832167832,396,1684,4.252525252525253,-67.92319202087977,1012,0.4239130434782608,A549,FCCP,A549_FCCP_A1_N2_68,1,103.25,17.021519906530614,19.0683916986162,17.260565437329962,0.4250017775441932,0.3025641025641025,0.4013605442176871,1.2561931831944302,epithelial
493,7786,15.79310344827586,353,2017,5.713881019830028,-62.52550469606794,1199,0.4111759799833194,A549,FCCP,A549_FCCP_A1_N2_22,1,118.75,81.24494306612205,21.12338315306404,17.22031183319799,0.5791442482365151,0.2998737373737374,0.4233511586452763,1.1820893025136705,epithelial
345,8895,25.782608695652176,418,2248,5.37799043062201,-96.39420238165468,1031,0.3346265761396702,A549,FCCP,A549_FCCP_A1_N2_33,3,83.0,-71.17623516293389,21.633424814545403,15.39538595315461,0.7025360936340044,0.2612116443745082,0.324853228962818,1.2668902314914567,epithelial
332,24427,73.57530120481928,446,6003,13.459641255605382,-104.46474357869415,1439,0.2307157748436414,A549,FCCP,A549_FCCP_A1_N2_10,4,68.25,-37.91981383654968,29.3922589118787,14.856914999294425,0.862843983020747,0.1141304347826086,0.2131147540983606,1.0537789254043417,epithelial
445,7456,16.75505617977528,322,1684,5.229813664596273,-71.60595213389138,1132,0.3931095406360424,A549,FCCP,A549_FCCP_A1_N2_67,2,110.25,70.67386819984664,23.33590575832153,15.204104419743633,0.7586205978742706,0.2727272727272727,0.405703771849126,1.2550948029990685,epithelial
232,18215,78.51293103448276,366,4443,12.13934426229508,-114.80891144687143,1005,0.2308457711442786,A549,FCCP,A549_FCCP_A1_N2_64,6,47.5,47.940638857105405,20.292500007174223,14.40109232084219,0.7045285860653995,0.1599326599326599,0.2099447513812154,1.1217826830554485,epithelial
257,4107,15.980544747081712,196,1117,5.698979591836735,-63.41172068719331,664,0.3870481927710843,A549,FCCP,A549_FCCP_A1_N2_74,3,59.5,76.87738637760248,15.056499936129269,12.765144203339178,0.5302902330926095,0.2952853598014888,0.3973288814691152,1.0511214775900344,epithelial
566,26067,46.0547703180212,514,4558,8.867704280155642,-101.3160472816506,1639,0.3453325198291641,A549,FCCP,A549_FCCP_A1_N2_20,1,139.0,55.16796301842322,24.220718962108105,19.391313864692247,0.5991877870160702,0.2877846790890269,0.380041011619959,1.2373511785362474,epithelial
315,9162,29.085714285714285,403,2277,5.650124069478908,-100.77203233749589,1076,0.2927509293680297,A549,FCCP,A549_FCCP_A1_N2_24,4,62.75,85.53340255178499,20.60154694417049,17.118731646391286,0.5563560758987802,0.1707482993197278,0.2392755004766444,1.186850108784986,epithelial
1127,18421,16.345164152617567,284,2467,8.68661971830986,-38.87711459177383,1703,0.6617733411626542,A549,FCCP,A549_FCCP_A1_N2_3,1,280.75,18.0190106232064,30.406674596382825,18.771760783022813,0.7866834479265734,0.4758474576271186,0.6450315910396324,1.400648959004516,epithelial
431,6670,15.475638051044085,333,1563,4.693693693693693,-73.37240331444066,1063,0.405456255879586,A549,FCCP,A549_FCCP_A1_N2_55,1,104.25,32.60929567330845,20.03204031087413,16.861020682631864,0.539941395423457,0.2895833333333333,0.396011396011396,1.2097992227942431,epithelial
381,6033,15.83464566929134,274,1614,5.890510948905109,-60.814739993642576,960,0.396875,A549,FCCP,A549_FCCP_A1_N2_44,4,88.25,-2.4067777042246137,19.399800037125093,15.655662902920447,0.5905497274297912,0.2690548780487805,0.3824485373781148,1.1703254767889306,epithelial
356,13747,38.61516853932584,412,2988,7.252427184466019,-102.8470016375468,1198,0.2971619365609348,A549,FCCP,A549_FCCP_A1_N2_11,3,86.0,-22.579191654204937,24.424986743117465,14.164235051141944,0.8146822656920408,0.2239583333333333,0.3197026022304832,1.2880062442806195,epithelial
233,7526,32.30042918454936,644,3876,6.018633540372671,-103.3335466469048,1444,0.1613573407202216,A549,FCCP,A549_FCCP_A1_N2_58,2,41.5,34.84159626862773,24.288431543036733,14.37508906063022,0.8060487024277181,0.092530657748049,0.152854511970534,1.0702530904528251,epithelial
277,3519,12.703971119133572,358,1300,3.631284916201117,-77.01817655624711,753,0.3678618857901726,A549,FCCP,A549_FCCP_A1_N2_45,2,65.0,20.64864794747934,18.64688362716755,14.237458650567657,0.645772130643447,0.2490421455938697,0.3278688524590163,1.132464864889502,epithelial
318,11674,36.710691823899374,338,2053,6.07396449704142,-110.64197606903016,1065,0.2985915492957746,A549,FCCP,A549_FCCP_A1_N2_48,4,78.25,-53.463192337825326,21.12902015341005,14.445793085247836,0.7297684195175654,0.2173611111111111,0.332624867162593,1.2662145493439858,epithelial
241,12748,52.89626556016597,776,3996,5.149484536082475,-143.26032153137282,2089,0.1153662039253231,A549,FCCP,A549_FCCP_A1_N2_65,2,53.0,-16.245916382635066,31.58612239674415,15.423310112382024,0.8726792602644973,0.1044334975369458,0.1415220293724966,1.2906086936797607,epithelial
416,5896,14.173076923076923,319,1432,4.4890282131661445,-70.70703762563802,1112,0.3741007194244604,A549,FCCP,A549_FCCP_A1_N2_5,1,96.25,-18.84561864767984,36.87775229748409,10.445642501499153,0.9590459546457702,0.1741293532338308,0.3362445414847161,1.161854436259198,epithelial
124,10879,87.73387096774194,357,5018,14.056022408963583,-112.622311260663,1180,0.1050847457627118,A549,FCCP,A549_FCCP_A1_N2_56,3,25.0,-8.509401307082356,19.49937022780045,10.278394535030657,0.8497944704173284,0.11441647597254,0.1626016260162601,1.0116612198973152,epithelial
575,8887,15.455652173913045,284,1748,6.154929577464789,-56.62436947554127,1145,0.5021834061135371,A549,FCCP,A549_FCCP_A1_N2_54,4,136.75,-55.35979791923157,21.852149199614978,17.304068958955533,0.6106892452783942,0.351994851994852,0.464346349745331,1.1325096713317664,epithelial
266,6379,23.9812030075188,183,1413,7.721311475409836,-69.69709426545471,862,0.308584686774942,A549,FCCP,A549_FCCP_A1_N2_25,4,59.75,-33.47181105003664,18.32368469216318,15.057084271295349,0.5698799339935152,0.2069264069264069,0.2801875732708089,1.074239352180943,epithelial
181,9370,51.767955801104975,484,3334,6.888429752066116,-124.04108352341086,968,0.1869834710743801,A549,FCCP,A549_FCCP_A1_N2_51,1,45.25,-69.55207595550789,17.5041941123062,9.250681517066784,0.848943439761976,0.2571022727272727,0.3641851106639839,1.2704583643456675,epithelial
338,5059,14.967455621301776,234,1182,5.051282051282051,-66.80352237633538,766,0.4412532637075718,A549,FCCP,A549_FCCP_A1_N2_13,2,76.0,-82.46721831811078,22.77844627486428,11.506611221774056,0.8630295300620523,0.2587234042553192,0.374845869297164,1.237214687861118,epithelial
374,7508,20.074866310160427,302,2165,7.16887417218543,-63.327778599654046,858,0.4358974358974359,A549,FCCP,A549_FCCP_A1_N2_50,2,86.5,52.06170951318506,18.4270490338778,14.779943213975343,0.5972183745161476,0.2907563025210084,0.4085005903187721,1.2656920640152225,epithelial
247,7577,30.676113360323885,228,1439,6.31140350877193,-97.23926175328386,896,0.2756696428571428,A549,FCCP,A549_FCCP_A1_N2_29,1,54.5,-42.113674850536725,17.03443615649093,13.978687918243534,0.5714836112971076,0.2344086021505376,0.2941970310391363,1.2078349947645943,epithelial
251,4903,19.53386454183267,405,2538,6.266666666666667,-69.91965881312682,877,0.2862029646522235,A549,FCCP,A549_FCCP_A1_N2_57,4,55.75,48.30342269143384,18.293892883558645,14.387204206071818,0.6176558849525519,0.2111742424242424,0.270631067961165,1.134360470769106,epithelial
531,7083,13.33898305084746,362,1629,4.5,-66.8267245757277,1158,0.4585492227979275,A549,FCCP,A549_FCCP_A1_N2_71,1,125.0,-21.05140802639882,22.52863489516387,17.165842047174806,0.6476280875077882,0.3217503217503217,0.4180602006688963,1.298599287465882,epithelial
