na2,na1,nt2,ftm,cell_type,fa2,fa1,ft1,nt1,ntm,ft2,base_name,treatment,cell_line,normrr
23.23359882,76.76640104,2935.476125,540.1020852,epithelial,14.99734129,85.00265805,268.0111619,554.2399955,1076.516408,2415.769872,HPDE_CCCP_8_147,FCCP,HPDE,0.657592485
23.2850607,76.7149393,2811.758716,547.8470248,epithelial,14.17572913,85.82426996,250.6164506,577.1278698,1081.425473,3250.58866,HPDE_CCCP_8_116,FCCP,HPDE,0.658564716
23.18823344,76.81176674,3354.819716,583.2762472,epithelial,15.46365794,84.536341,293.8483978,653.0748131,1210.780468,2500.473444,HPDE_CCCP_6_59,FCCP,HPDE,0.658774976
22.46904355,77.32087248,3028.450882,499.7427421,epithelial,15.79426922,84.20573101,243.5906985,636.4325223,1154.788354,2286.318206,HPDE_CCCP_5_75,FCCP,HPDE,0.658791093
23.79268451,76.20731549,2749.386142,531.3967013,epithelial,15.05002588,84.94997484,253.9393423,540.9281777,1045.349126,2513.349244,HPDE_CCCP_7_126,FCCP,HPDE,0.658991886
21.64318564,77.48472116,3446.965465,583.2757841,epithelial,14.48247301,85.51752706,319.9351427,736.7324256,1302.34025,3001.463552,HPDE_CCCP_8_17,FCCP,HPDE,0.659721524
22.54477505,77.45522488,2768.747024,555.3433228,epithelial,15.13109693,84.86890339,280.5784168,551.9624461,1041.780464,2792.301549,HPDE_CCCP_5_120,FCCP,HPDE,0.662470475
22.49839295,77.15438486,2901.630323,533.7177696,epithelial,15.38503034,84.61496976,252.0438122,559.2628333,1025.978662,3167.174806,HPDE_CCCP_5_195,FCCP,HPDE,0.662531965
22.5142307,77.485769,2771.13225,515.1970879,epithelial,16.38653235,83.61346818,247.389678,564.275066,1027.412778,2669.59943,HPDE_CCCP_6_179,FCCP,HPDE,0.662555103
22.49598438,77.50401542,3019.696169,594.8743886,epithelial,16.04651302,83.9534862,273.1266711,573.2687562,1100.563235,3124.846478,HPDE_CCCP_7_8,FCCP,HPDE,0.662881393
21.49032199,78.50967799,2875.14,512.0495633,epithelial,15.45357523,84.54642492,265.9744029,627.0931803,1093.013032,2176.513499,HPDE_CCCP_3_63,FCCP,HPDE,0.662904379
23.94870594,76.05129407,2879.708784,566.0524362,epithelial,15.2299588,84.77004211,267.1432514,615.2463064,1139.051109,2480.795407,HPDE_CCCP_3_145,FCCP,HPDE,0.663016274
24.72066879,75.27933121,2987.882092,527.294268,epithelial,14.05484467,85.94515425,258.5213089,617.2723688,1174.879488,2433.299465,HPDE_CCCP_8_246,FCCP,HPDE,0.663618157
23.10446398,76.89553607,3315.566097,619.4110071,epithelial,15.26447477,84.7355245,324.5040018,661.2451278,1208.010346,2656.368546,HPDE_CCCP_4_22,FCCP,HPDE,0.664497072
20.81177194,79.18822899,3762.406667,494.0332059,epithelial,12.1197517,87.88024855,238.4973297,666.7738696,1169.450236,2528.519514,HPDE_CCCP_7_150,FCCP,HPDE,0.664772929
21.09060329,78.90939683,3494.914136,569.5259202,epithelial,16.9642841,83.03571667,287.5861166,634.0969229,1149.435819,2990.642721,HPDE_CCCP_5_45,FCCP,HPDE,0.664964796
23.9955929,76.00440712,2953.462341,480.1067017,epithelial,13.94849918,86.05150054,229.3543623,589.1694962,1129.763491,2367.739059,HPDE_CCCP_7_81,FCCP,HPDE,0.665380789
24.69758258,75.30241748,2739.245859,501.2577434,epithelial,14.4638329,85.53616653,230.9155393,554.8245399,1074.491508,2391.047819,HPDE_CCCP_6_165,FCCP,HPDE,0.665493636
21.16004089,78.83995931,3225.274785,507.1000469,epithelial,14.65722794,85.34276982,259.7463175,618.5483404,1126.091467,2950.289871,HPDE_CCCP_8_215,FCCP,HPDE,0.666506659
22.23449891,77.40318243,3176.279446,648.2917858,epithelial,15.64992483,84.35007442,231.9630127,623.0111388,1156.894235,10301.57113,HPDE_CCCP_7_155,FCCP,HPDE,0.666585922
23.29971486,76.70028514,2902.304459,364.5686638,epithelial,12.43594008,87.56406081,149.2005176,655.2002162,1162.995859,1992.616162,HPDE_CCCP_3_171,FCCP,HPDE,0.66745224
22.70284165,77.10558736,2970.833843,555.1116243,epithelial,14.44281664,85.55718415,289.731431,610.8531264,1123.872575,2316.983872,HPDE_CCCP_8_150,FCCP,HPDE,0.66783234
22.19859804,77.80140193,3049.142958,632.5068213,epithelial,14.839425,85.16057464,318.5175833,649.5342,1148.267236,2682.072399,HPDE_CCCP_1_148,FCCP,HPDE,0.667948878
25.13527086,74.66512834,2989.029701,507.7755604,epithelial,14.40470513,85.59529407,234.840375,618.5115798,1189.227809,2762.941796,HPDE_CCCP_8_227,FCCP,HPDE,0.668623365
24.62367939,75.37632059,3192.708367,569.3014111,epithelial,14.88550061,85.11449879,277.9203115,673.9740557,1261.150737,2822.517172,HPDE_CCCP_2_20,FCCP,HPDE,0.670349534
22.67825541,77.32174453,3039.468069,602.3206882,epithelial,16.33820587,83.66179456,319.434266,645.9505346,1161.278104,9508.799167,HPDE_CCCP_4_41,FCCP,HPDE,0.670384424
21.32571656,78.67428353,3152.672329,536.3294108,epithelial,14.7906316,85.20936883,274.057825,570.4159672,1064.483521,2379.321326,HPDE_CCCP_6_245,FCCP,HPDE,0.670615899
22.865352,77.13464816,2859.275388,461.8201057,epithelial,13.6988431,86.301158,223.0982841,597.8316347,1092.847017,2102.825833,HPDE_CCCP_7_63,FCCP,HPDE,0.670865977
23.57622954,76.42377047,2947.302769,440.4074268,epithelial,12.71411995,87.28587997,215.9987087,608.7706751,1137.028119,2400.353351,HPDE_CCCP_5_85,FCCP,HPDE,0.671059892
22.3574485,77.64255143,3055.892786,466.870277,epithelial,10.66520349,89.33479779,218.2993121,624.3047214,1150.406194,3308.433486,HPDE_CCCP_7_92,FCCP,HPDE,0.671512728
20.80027456,79.19972564,3886.638677,561.2498474,epithelial,14.48125625,85.51874417,297.3346216,664.1834709,1239.837049,2627.042078,HPDE_CCCP_6_90,FCCP,HPDE,0.671989237
22.24699461,76.5554006,3259.195928,455.1657976,epithelial,14.18215309,85.81784653,218.5053066,690.3181371,1220.008276,2504.508473,HPDE_CCCP_5_165,FCCP,HPDE,0.672071684
22.07508873,77.92491106,2919.557956,502.9694109,epithelial,13.63457488,86.36542514,246.7699484,592.198767,1084.565711,2431.621725,HPDE_CCCP_4_175,FCCP,HPDE,0.672121703
22.60431102,77.08512981,3042.23295,599.3950066,epithelial,13.66351774,86.33648252,278.9929276,698.0324205,1211.585292,3983.94109,HPDE_CCCP_7_105,FCCP,HPDE,0.672325255
23.11920654,76.88079346,2846.342154,446.8533825,epithelial,13.33835286,86.6616467,219.2929481,550.1499692,1053.94281,2177.12275,HPDE_CCCP_7_68,FCCP,HPDE,0.67354759
22.58291948,77.41708064,2993.735588,569.6225543,epithelial,16.39813688,83.60186413,298.0147996,630.2053181,1139.681809,2473.22175,HPDE_CCCP_4_71,FCCP,HPDE,0.673755578
22.05925454,77.94074538,3129.62012,487.1866921,epithelial,13.3151606,86.68484224,226.6364823,650.5162932,1165.185598,2617.714008,HPDE_CCCP_7_124,FCCP,HPDE,0.674626792
23.98906867,76.01093131,2878.874182,446.5483948,epithelial,12.25787525,87.74212401,219.0319258,597.7758403,1121.033409,2438.701345,HPDE_CCCP_5_185,FCCP,HPDE,0.674884409
21.4447519,78.5552483,3062.863568,534.7848694,epithelial,13.1470331,86.85296634,225.8820614,639.2809263,1105.118045,4309.231718,HPDE_CCCP_7_247,FCCP,HPDE,0.674978909
24.02473532,75.97526468,3144.787481,538.0941263,epithelial,14.21343798,85.78656455,285.0058587,686.7496686,1253.872657,2832.829364,HPDE_CCCP_7_113,FCCP,HPDE,0.675462351
21.17148021,78.82851941,3001.70527,638.5842101,epithelial,16.53589729,83.46410413,270.8275231,641.6023299,1120.056434,5480.797262,HPDE_CCCP_6_93,FCCP,HPDE,0.675750969
22.89324852,77.10675157,3022.553383,544.9845448,epithelial,14.73840457,85.26159521,279.1618689,639.0651274,1160.594045,2302.365425,HPDE_CCCP_8_28,FCCP,HPDE,0.675783602
22.65758585,77.34241415,2778.952805,546.1841899,epithelial,14.1958875,85.80411343,276.5051071,572.2112073,1049.870486,2672.816424,HPDE_CCCP_1_224,FCCP,HPDE,0.676476973
22.91334954,77.08665046,2940.818257,512.6511056,epithelial,15.94397221,84.05602662,262.116461,568.8245679,1086.810675,2102.982633,HPDE_CCCP_7_116,FCCP,HPDE,0.676804098
23.74260416,76.2573958,2957.31605,452.3392071,epithelial,13.03559317,86.96440718,223.6765954,610.7195445,1142.931803,2308.854151,HPDE_CCCP_8_48,FCCP,HPDE,0.676950737
22.12346961,77.59952216,3204.834258,572.0856077,epithelial,14.8106911,85.1893083,291.6562019,671.7239521,1207.135341,2744.932928,HPDE_CCCP_7_205,FCCP,HPDE,0.677211824
23.20831474,76.19108468,2967.668589,493.9370533,epithelial,13.42589909,86.57410151,248.6053763,633.5824769,1155.68423,3124.820793,HPDE_CCCP_7_237,FCCP,HPDE,0.677584619
23.13904129,76.50253584,3033.892581,489.8482154,epithelial,12.7172711,87.28272896,243.0901197,647.6872824,1179.750599,2658.548168,HPDE_CCCP_7_87,FCCP,HPDE,0.678275874
27.67188661,72.32811339,2858.146607,549.9697036,epithelial,14.57066284,85.42933661,280.120258,562.8100562,1163.717197,2182.731518,HPDE_CCCP_4_255,FCCP,HPDE,0.678365145
23.69560307,76.3043967,2867.110896,502.1950638,epithelial,14.41925027,85.58074725,242.9230755,563.0656906,1086.78085,2306.295637,HPDE_CCCP_7_58,FCCP,HPDE,0.678945052
21.826243,77.89597917,2992.114806,525.6453357,epithelial,14.48824791,85.51175094,272.0975867,627.18083,1128.089387,2947.23725,HPDE_CCCP_6_128,FCCP,HPDE,0.679343743
22.28177809,77.71822201,3027.841388,649.4314131,epithelial,15.42978594,84.57021492,350.1314742,630.9895502,1141.37715,2732.674943,HPDE_CCCP_6_145,FCCP,HPDE,0.679625773
22.83822414,77.16177586,2980.948177,463.5568045,epithelial,12.63448639,87.36551434,240.2212291,614.1595443,1131.433884,2306.800808,HPDE_CCCP_7_76,FCCP,HPDE,0.679631503
22.3819,77.6181,2881.81961,467.4632087,epithelial,13.249222,86.75077954,224.3110919,586.7745945,1083.016512,2530.841591,HPDE_CCCP_7_121,FCCP,HPDE,0.680083739
22.03658947,77.96341062,3067.773185,538.6434203,epithelial,13.76334297,86.23665639,255.7401504,629.234037,1139.440649,3579.64564,HPDE_CCCP_6_24,FCCP,HPDE,0.680133677
21.6454638,78.3545362,3211.77733,556.2264296,epithelial,16.38157579,83.61842247,266.3210163,699.1005294,1219.500764,3634.296846,HPDE_CCCP_6_65,FCCP,HPDE,0.680212503
21.10834713,78.89165306,3096.020671,640.6763982,epithelial,15.43979538,84.56020484,323.7398968,674.4300069,1164.980033,2862.616174,HPDE_CCCP_3_29,FCCP,HPDE,0.680592628
23.41828932,76.50583819,3136.802108,561.9046266,epithelial,14.4104203,85.58958056,285.8526743,674.6879137,1223.257836,2632.262347,HPDE_CCCP_5_15,FCCP,HPDE,0.681014894
22.46477463,77.53522541,3193.360622,687.367937,epithelial,15.32144035,84.67855816,312.1364448,716.3895009,1248.147742,4743.357165,HPDE_CCCP_7_5,FCCP,HPDE,0.681035015
23.79585746,76.20414251,2980.589807,559.0628427,epithelial,14.08582207,85.91417685,272.2828609,631.5542526,1165.647484,2897.644755,HPDE_CCCP_4_67,FCCP,HPDE,0.681187008
24.60359185,75.39640803,2991.542014,491.8779442,epithelial,13.35619917,86.64380214,248.5066494,621.1529112,1184.824736,2394.441018,HPDE_CCCP_8_31,FCCP,HPDE,0.681245373
24.30092279,75.69907722,2971.024004,513.3065278,epithelial,14.70424039,85.29575956,250.9319295,639.0001982,1180.739704,2303.504037,HPDE_CCCP_3_143,FCCP,HPDE,0.681527945
24.24577135,75.75422865,3200.240625,555.0535707,epithelial,13.79026359,86.20973712,297.1948396,680.348312,1262.645299,2286.528474,HPDE_CCCP_4_19,FCCP,HPDE,0.682441562
24.10590602,75.89409393,3048.96191,787.9875953,epithelial,14.80190868,85.19809277,287.31688,665.8835955,1214.272346,6932.250969,HPDE_CCCP_8_170,FCCP,HPDE,0.682813671
23.99774251,76.00225749,2843.21216,477.1543783,epithelial,12.83403392,87.16596489,230.4644017,570.6854286,1090.567976,2993.546202,HPDE_CCCP_7_42,FCCP,HPDE,0.682970923
21.04289409,78.19953027,2857.195947,525.8255336,epithelial,15.9589217,84.04107818,275.8925996,614.6497098,1071.806012,6117.042443,HPDE_CCCP_7_229,FCCP,HPDE,0.683218895
22.42365685,77.57634332,3115.371733,498.1717799,epithelial,15.95301775,84.04698022,254.6060466,655.0452155,1171.43929,2390.785001,HPDE_CCCP_6_76,FCCP,HPDE,0.683442442
21.18426961,78.81573028,3081.585704,534.3961713,epithelial,15.12790727,84.87209172,261.8652803,636.7786725,1136.803021,2803.427444,HPDE_CCCP_6_248,FCCP,HPDE,0.68413841
21.6815337,78.31846631,3205.315181,693.9592395,epithelial,15.88230432,84.11769645,343.9895839,650.0733333,1155.747243,3335.624853,HPDE_CCCP_1_227,FCCP,HPDE,0.684151727
23.03885719,76.96114281,3092.671427,497.9541852,epithelial,13.9189071,86.08109352,244.5964559,600.5821015,1124.776664,2429.902611,HPDE_CCCP_7_147,FCCP,HPDE,0.684248274
21.35187996,78.55802964,3260.44991,602.8201467,epithelial,15.67166747,84.32833296,317.5156373,685.5012383,1202.826071,2779.680714,HPDE_CCCP_6_107,FCCP,HPDE,0.684322319
21.28449464,78.24821542,3208.38703,598.2640112,epithelial,17.59680774,82.40319177,305.276997,685.8385787,1210.2833,3199.210734,HPDE_CCCP_7_13,FCCP,HPDE,0.684762159
22.03598958,77.96401032,2749.702141,566.4609895,epithelial,14.96140863,85.03859152,279.8379076,555.9107403,1018.683071,3858.349285,HPDE_CCCP_1_120,FCCP,HPDE,0.684921136
22.06975574,77.39832926,3043.111223,573.99113,epithelial,14.5905993,85.40940207,297.6804809,669.2986649,1181.091184,2730.481622,HPDE_CCCP_8_14,FCCP,HPDE,0.684962953
22.56796417,77.43203565,3020.746522,572.3618872,epithelial,15.36446719,84.635532,291.232207,606.0887522,1132.302196,2729.711587,HPDE_CCCP_6_34,FCCP,HPDE,0.685042788
21.15639841,78.84360141,3047.95503,712.4162946,epithelial,15.21550064,84.78449872,271.8356494,666.389496,1150.021447,4788.772147,HPDE_CCCP_4_61,FCCP,HPDE,0.685132888
24.35403838,75.64596154,2691.717056,528.0289576,epithelial,15.24926182,84.75073883,257.4634716,525.6505393,1032.548811,2596.811841,HPDE_CCCP_7_60,FCCP,HPDE,0.685504546
22.63783372,76.7807711,2986.052326,581.3429927,epithelial,14.7483871,85.25161424,256.1190814,637.9959128,1136.387096,3638.811465,HPDE_CCCP_7_142,FCCP,HPDE,0.685526129
23.57768485,76.42231515,2917.683758,571.4865723,epithelial,13.24613457,86.75386424,277.3613861,657.8341515,1162.879151,4254.113376,HPDE_CCCP_7_103,FCCP,HPDE,0.685945867
24.61424908,75.3857508,3229.528391,544.2372558,epithelial,16.10982901,83.8901691,275.1322147,659.1746474,1230.801212,2420.808915,HPDE_CCCP_5_10,FCCP,HPDE,0.686199071
22.54235023,77.45764969,3111.81044,599.7400766,epithelial,15.34056034,84.65943967,315.3563201,672.0325971,1196.935608,2621.503463,HPDE_CCCP_8_252,FCCP,HPDE,0.686285663
22.77947945,76.61261793,3148.739544,612.5530691,epithelial,16.37989978,83.62009885,326.6983289,677.0707547,1221.556582,2476.095903,HPDE_CCCP_8_102,FCCP,HPDE,0.686321155
21.75975185,78.24024815,3084.189074,494.3443597,epithelial,14.50529273,85.49470592,244.3039417,691.4471792,1200.045693,2665.712546,HPDE_CCCP_6_117,FCCP,HPDE,0.686423296
21.91610424,78.08389576,2835.332424,565.2624295,epithelial,15.69240092,84.30759846,280.1147479,588.8621861,1067.428118,2650.986739,HPDE_CCCP_7_200,FCCP,HPDE,0.686427699
21.67602818,78.32397185,3094.286863,587.3494733,epithelial,15.38197351,84.61802733,299.2888412,655.7704502,1154.823995,2586.372404,HPDE_CCCP_4_6,FCCP,HPDE,0.68647164
21.82117554,78.17882446,3247.712908,593.5965927,epithelial,16.05975392,83.94024565,304.4216704,745.4634158,1268.158533,2646.124236,HPDE_CCCP_2_24,FCCP,HPDE,0.686648892
22.015634,77.98436578,2962.149378,437.076291,epithelial,14.95336353,85.0466393,208.2810044,587.9053244,1085.745424,2238.721493,HPDE_CCCP_7_97,FCCP,HPDE,0.686901737
21.05951129,77.18610234,3626.304912,534.9774605,epithelial,15.09823168,84.90177123,264.5662731,670.7670702,1187.367568,2698.726953,HPDE_CCCP_6_255,FCCP,HPDE,0.686945193
21.53843584,77.88352948,3025.787861,521.2003326,epithelial,14.26434264,85.73565463,264.0539497,646.5003815,1149.87705,2719.123632,HPDE_CCCP_7_21,FCCP,HPDE,0.687310187
22.21288232,77.78711765,2788.196554,633.6754745,epithelial,16.25458572,83.74541416,326.9756498,563.055438,1032.725587,2688.171439,HPDE_CCCP_1_104,FCCP,HPDE,0.687624756
22.89558191,76.75598624,3112.88439,555.1496957,epithelial,14.41936832,85.58063169,275.6279669,676.4179524,1202.857039,3031.325226,HPDE_CCCP_6_72,FCCP,HPDE,0.687872733
21.19606659,78.07133248,3413.962586,505.2553127,epithelial,13.72117268,86.27882718,261.9329755,663.7772949,1186.830511,2714.920407,HPDE_CCCP_7_223,FCCP,HPDE,0.688138171
21.8209637,78.17903627,2980.38847,587.7541925,epithelial,15.1964188,84.8035821,290.1627153,608.6900881,1095.001915,2801.385797,HPDE_CCCP_2_104,FCCP,HPDE,0.688160671
22.04712695,77.7878566,3070.537079,560.3090415,epithelial,15.90158877,84.0984115,276.0866254,646.9559086,1163.010524,2756.165094,HPDE_CCCP_8_181,FCCP,HPDE,0.688597838
22.27261926,77.72738068,2827.49,526.3642435,epithelial,14.48567501,85.51432541,259.5649286,573.9066023,1052.830947,2633.685327,HPDE_CCCP_7_197,FCCP,HPDE,0.688827382
22.47386383,77.52613612,3059.536894,520.5797187,epithelial,14.65043028,85.34957036,268.7491249,615.1446348,1138.878415,2488.897268,HPDE_CCCP_8_178,FCCP,HPDE,0.689094887
21.7856052,78.21439512,3286.976911,513.0445255,epithelial,12.81823684,87.18176244,245.0569691,674.2373902,1218.926366,3573.687366,HPDE_CCCP_8_45,FCCP,HPDE,0.689407894
23.96337961,76.03662042,2816.3458,556.8264541,epithelial,14.51744059,85.48255825,261.2223166,591.5788181,1100.931222,3267.352586,HPDE_CCCP_4_112,FCCP,HPDE,0.690342967
22.63005656,77.08092659,3247.493988,550.0895568,epithelial,15.03596813,84.96403167,264.6794523,630.2326503,1154.788455,3405.780474,HPDE_CCCP_5_110,FCCP,HPDE,0.690754856
21.0644767,78.67779124,2983.905799,659.4375718,epithelial,17.48815535,82.51184608,327.9343912,626.5467191,1109.77121,4199.286142,HPDE_CCCP_6_169,FCCP,HPDE,0.690804573
21.91089803,78.08910186,2942.799096,664.4918387,epithelial,17.05375852,82.94624287,343.6303636,637.9620878,1119.079939,2982.313096,HPDE_CCCP_2_243,FCCP,HPDE,0.691185826
22.50156881,77.49843124,2969.027056,609.8132756,epithelial,16.00629014,83.9937089,313.4643216,627.0453854,1134.9751,2644.112445,HPDE_CCCP_3_43,FCCP,HPDE,0.692107361
22.96074605,77.03925388,3227.503803,502.0335296,epithelial,15.19222273,84.80777643,247.1852203,637.2221805,1208.361025,2810.961247,HPDE_CCCP_8_249,FCCP,HPDE,0.692361517
22.84845445,77.15154555,3094.773234,582.7128402,epithelial,15.80144745,84.19855236,293.3974592,646.708301,1185.383983,2637.505078,HPDE_CCCP_5_40,FCCP,HPDE,0.692433697
25.11450584,74.88549405,2880.443478,565.9370473,epithelial,13.71837673,86.28162272,299.7534902,560.6057728,1108.044194,2466.242606,HPDE_CCCP_6_55,FCCP,HPDE,0.6925077
24.72004781,75.27995219,2971.089219,491.1800145,epithelial,15.04030935,84.95969108,239.1491466,628.5076344,1183.202174,2499.570678,HPDE_CCCP_6_148,FCCP,HPDE,0.692865205
21.0215305,78.97846938,3409.679109,629.6281189,epithelial,14.95770848,85.04229082,318.7239915,631.6384291,1145.996506,3091.838174,HPDE_CCCP_4_229,FCCP,HPDE,0.692956176
23.70851951,76.19731849,3323.391055,624.6024056,epithelial,15.3385378,84.66146208,321.1330038,706.5371815,1277.011396,2821.897457,HPDE_CCCP_4_15,FCCP,HPDE,0.693202201
22.38617055,77.61382922,3028.266137,545.5395296,epithelial,14.89843191,85.10156768,276.8037875,579.8192212,1094.900265,2931.385129,HPDE_CCCP_7_244,FCCP,HPDE,0.69326095
22.14771583,77.85228419,3147.871012,726.2352188,epithelial,16.53718335,83.46281517,338.3741694,705.9659615,1220.358171,3783.719821,HPDE_CCCP_3_149,FCCP,HPDE,0.693354651
22.07507169,77.92492842,3016.141731,537.0683278,epithelial,15.65305119,84.34694788,278.5505673,640.8064295,1147.846984,2825.082363,HPDE_CCCP_6_214,FCCP,HPDE,0.693462259
20.58512105,79.41487895,2964.719699,673.927444,epithelial,15.85698433,84.1430148,356.9666263,661.2718609,1123.376417,2808.280921,HPDE_CCCP_1_38,FCCP,HPDE,0.693622916
21.72381188,78.27618813,3004.114,638.8282204,epithelial,11.0552363,88.94476313,234.4276494,677.7068,1169.406184,5488.825181,HPDE_CCCP_7_89,FCCP,HPDE,0.693726745
22.88531452,77.11468545,3022.337084,666.9442466,epithelial,16.10358358,83.89641803,344.1234681,630.1983241,1160.814815,2788.822486,HPDE_CCCP_2_28,FCCP,HPDE,0.6940499
23.74465752,76.25534251,3002.274383,604.7602823,epithelial,16.16327544,83.83672367,297.2308111,637.6776396,1161.676167,2612.06665,HPDE_CCCP_8_142,FCCP,HPDE,0.69411154
25.9099149,74.0900851,3092.201848,620.0159566,epithelial,15.70734355,84.29265661,314.7982951,662.6173928,1259.033517,2546.784191,HPDE_CCCP_3_24,FCCP,HPDE,0.694337017
24.5956813,75.4043187,3053.12958,538.4390848,epithelial,15.45137256,84.54862675,254.5075782,676.3240573,1235.307715,2556.506531,HPDE_CCCP_1_217,FCCP,HPDE,0.694361035
23.64073197,76.35926831,3091.77507,505.1987281,epithelial,16.73253318,83.2674667,257.7140648,641.6149254,1195.922454,2350.473641,HPDE_CCCP_7_50,FCCP,HPDE,0.694553355
21.89119429,78.10880564,3105.383104,604.445861,epithelial,16.13804043,83.86195901,301.6552319,651.5267372,1166.765918,2674.854871,HPDE_CCCP_1_167,FCCP,HPDE,0.694753963
22.91470543,77.08529449,3222.652069,565.9387318,epithelial,14.37211446,85.62788454,301.4008281,715.7618653,1267.302796,2650.328377,HPDE_CCCP_8_20,FCCP,HPDE,0.694803007
22.10707384,77.60883523,3643.749602,605.1216923,epithelial,16.3728729,83.62712749,306.9767057,667.4116705,1211.495148,3039.929722,HPDE_CCCP_5_125,FCCP,HPDE,0.694805509
23.2129068,76.78709314,3075.678953,452.3549409,epithelial,13.14010532,86.85989543,234.7640647,623.0208391,1167.062406,2220.648954,HPDE_CCCP_7_216,FCCP,HPDE,0.694810645
22.72423725,76.54316227,3028.324689,519.0525295,epithelial,16.48603522,83.5139663,267.2871667,674.7792766,1189.565605,2267.1742,HPDE_CCCP_5_30,FCCP,HPDE,0.694911392
24.55907648,75.44092352,2889.145548,559.6186156,epithelial,14.32931839,85.67068057,271.9346059,607.5406171,1145.265001,2665.18942,HPDE_CCCP_6_7,FCCP,HPDE,0.694991939
23.05040228,76.94959783,3250.760781,598.5577241,epithelial,16.15989869,83.84010206,334.100287,645.0113855,1191.586833,2342.670615,HPDE_CCCP_6_103,FCCP,HPDE,0.695084374
21.7939795,77.76091677,2996.902626,549.3054572,epithelial,13.13890288,86.861096,291.3327221,587.492496,1086.487245,2769.639145,HPDE_CCCP_8_238,FCCP,HPDE,0.695481641
24.34435754,75.65564248,2909.101617,478.6493251,epithelial,12.24626461,87.7537356,243.8147402,604.2836389,1142.713508,2530.419226,HPDE_CCCP_7_189,FCCP,HPDE,0.695709706
21.35205785,78.64794196,3212.259003,592.2970295,epithelial,16.23395642,83.76604432,323.8951467,708.1204067,1228.970866,2640.509363,HPDE_CCCP_8_221,FCCP,HPDE,0.695784377
23.5009812,76.38123307,4279.560047,725.6558575,epithelial,15.81374254,84.18625709,313.3849981,687.3895238,1287.265258,3589.809134,HPDE_CCCP_5_225,FCCP,HPDE,0.695947047
22.64449427,77.35550573,3181.052599,545.0693252,epithelial,15.92161906,84.0783811,284.9777256,687.7611445,1236.2677,2275.229916,HPDE_CCCP_8_193,FCCP,HPDE,0.69628014
23.90644444,76.0935556,2872.258239,540.3822118,epithelial,15.8873443,84.11265504,269.1010179,562.1847124,1093.430035,2689.38747,HPDE_CCCP_7_218,FCCP,HPDE,0.69659301
23.19939481,76.8006057,3076.293101,522.4689764,epithelial,15.06792115,84.93208033,253.0778823,617.3672468,1150.989503,2859.366342,HPDE_CCCP_8_57,FCCP,HPDE,0.697053842
23.64658339,76.35341671,3033.829513,505.1072069,epithelial,13.83831708,86.16168341,249.4976436,643.2536682,1179.242699,2291.98126,HPDE_CCCP_8_6,FCCP,HPDE,0.697077037
23.93039231,75.94040866,3229.526886,594.9112678,epithelial,15.12616753,84.87383248,299.2198572,699.9707543,1273.41331,2747.459673,HPDE_CCCP_2_183,FCCP,HPDE,0.69823913
23.02285131,76.97714857,3005.503821,584.8504817,epithelial,14.45731023,85.54268927,294.5518466,634.7945637,1155.873825,2689.882839,HPDE_CCCP_4_65,FCCP,HPDE,0.698251006
21.23629462,78.7637052,4579.348324,517.1306078,epithelial,15.63199503,84.36800291,253.899641,614.3520058,1198.844153,2573.671289,HPDE_CCCP_7_226,FCCP,HPDE,0.69859147
22.35876183,77.64123825,3190.128506,494.217004,epithelial,13.55720607,86.44279358,256.6750301,669.8683004,1208.331132,2385.318165,HPDE_CCCP_8_207,FCCP,HPDE,0.698610527
24.00465776,75.99534224,2860.623075,539.7308208,epithelial,14.34501077,85.6549895,279.2170885,571.3485199,1099.137009,2516.990733,HPDE_CCCP_8_136,FCCP,HPDE,0.698661939
24.22030887,75.77969113,2872.497553,527.3842108,epithelial,13.63374879,86.36625213,245.0183362,581.3082518,1117.439931,2828.811018,HPDE_CCCP_8_91,FCCP,HPDE,0.699086961
22.1227175,77.87728255,3388.574852,563.4846813,epithelial,16.85706403,83.14293618,290.1308813,640.8256146,1179.868655,2639.010716,HPDE_CCCP_8_235,FCCP,HPDE,0.699093607
24.63318069,75.36681911,3016.26834,537.8293472,epithelial,15.1891115,84.81088783,245.560427,651.1011452,1211.310273,2891.842116,HPDE_CCCP_6_190,FCCP,HPDE,0.699105992
22.73887075,77.26112925,2980.989644,480.3580653,epithelial,12.41437376,87.58562767,239.3545474,603.5184953,1126.659636,2683.939684,HPDE_CCCP_7_210,FCCP,HPDE,0.69927443
22.55404964,77.44595052,2916.169897,555.6036846,epithelial,13.18040384,86.81959386,261.396949,631.2363918,1130.956179,4192.383201,HPDE_CCCP_7_29,FCCP,HPDE,0.699576588
22.75931139,76.80778835,2993.97153,689.02954,epithelial,15.41323421,84.58676446,301.2784786,648.293232,1158.706746,3799.369203,HPDE_CCCP_6_238,FCCP,HPDE,0.699616937
21.17649075,78.82350937,3217.013269,643.1817735,epithelial,15.83370901,84.16629032,328.305401,697.3607221,1217.041923,2908.344243,HPDE_CCCP_3_124,FCCP,HPDE,0.699986936
22.86049366,77.13950634,3130.380854,525.7049715,epithelial,16.95423937,83.04576158,273.9569051,665.601221,1209.872945,2737.321424,HPDE_CCCP_6_110,FCCP,HPDE,0.700136977
22.78800761,77.21199239,2907.445707,633.8929783,epithelial,14.24135797,85.75864307,308.7584207,639.5468859,1135.021769,3948.572217,HPDE_CCCP_5_155,FCCP,HPDE,0.70042164
